rdf-schema#label,birthDate,birthYear,occupation_label,occupation,Occupation_g,Actor,Politician,deathDate,title
Terada Takuya,1992-03-18,1992-01-01T00:00:00+02:00,{Dance|Actor|Model (profession)|Singing},{http://dbpedia.org/resource/Dance|http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Model_(profession)|http://dbpedia.org/resource/Singing},"['actor', 'sing']",True,False,,
Danielle Harold,{1992-05-19|1992-05-30},1992-01-01T00:00:00+02:00,{Actor|Danielle_Harold__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Danielle_Harold__1},['actor'],True,False,,
Danielle Hope,1992-04-26,1992-01-01T00:00:00+02:00,{Actor|Singing|Danielle_Hope__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Singing|http://dbpedia.org/resource/Danielle_Hope__1},"['actor', 'sing']",True,False,,
Danielle White,1992-02-02,1992-01-01T00:00:00+02:00,{Actor|Singing|Songwriter},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Singing|http://dbpedia.org/resource/Songwriter},"['actor', 'sing', 'songwriter']",True,False,,
Danny Webb (child actor),1992-03-16,1992-01-01T00:00:00+02:00,{Actor|Danny_Webb_(child_actor)__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Danny_Webb_(child_actor)__1},['actor'],True,False,,
Dar Bernardo,1992-04-14,1992-01-01T00:00:00+02:00,{Actor|Model (profession)|Singing|Dar_Bernardo__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Model_(profession)|http://dbpedia.org/resource/Singing|http://dbpedia.org/resource/Dar_Bernardo__1},"['actor', 'sing']",True,False,,
Darcy Isa,1992-10-09,1992-01-01T00:00:00+02:00,{Actor|Darcy_Isa__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Darcy_Isa__1},['actor'],True,False,,
Darya Melnikova,1992-02-09,1992-01-01T00:00:00+02:00,{Actor|Darya_Melnikova__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Darya_Melnikova__1},['actor'],True,False,,
David Lambert (actor),{1992-11-29|2001-11-29},{1992-01-01T00:00:00+02:00|2001-01-01T00:00:00+02:00},David_Lambert_(actor)__1,http://dbpedia.org/resource/David_Lambert_(actor)__1,['actor'],True,False,,
Davika Hoorne,1992-05-16,1992-01-01T00:00:00+02:00,{Actor|Model (profession)|Davika_Hoorne__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Model_(profession)|http://dbpedia.org/resource/Davika_Hoorne__1},['actor'],True,False,,
George MacKay (actor),1992-03-13,1992-01-01T00:00:00+02:00,{Actor|George_MacKay_(actor)__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/George_MacKay_(actor)__1},['actor'],True,False,,
Nasser Saleh,{1992-12-19|--12-19},{1992-01-01T00:00:00+02:00|1999-01-01T00:00:00+02:00},{Actor|Nasser_Saleh__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Nasser_Saleh__1},['actor'],True,False,,
Ben Thompson (actor),1992-06-01,1992-01-01T00:00:00+02:00,{Character actor|Ben_Thompson_(actor)__1},{http://dbpedia.org/resource/Character_actor|http://dbpedia.org/resource/Ben_Thompson_(actor)__1},['actor'],True,False,,
Brad Kavanagh,1992-08-21,1992-01-01T00:00:00+02:00,{Actor|Record producer|Singer-songwriter|Television presenter},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Record_producer|http://dbpedia.org/resource/Singer-songwriter|http://dbpedia.org/resource/Television_presenter},"['actor', 'sing', 'songwriter']",True,False,,
Brianna Perry,1992-01-11,1992-01-01T00:00:00+02:00,{Rapping|Actor|Model (profession)},{http://dbpedia.org/resource/Rapping|http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Model_(profession)},['actor'],True,False,,
Bridgit Mendler,1992-12-18,1992-01-01T00:00:00+02:00,{Actor|Musician|Record producer|Singer-songwriter|Bridgit_Mendler__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Musician|http://dbpedia.org/resource/Record_producer|http://dbpedia.org/resource/Singer-songwriter|http://dbpedia.org/resource/Bridgit_Mendler__1},"['actor', 'musician', 'sing', 'songwriter']",True,False,,
Brooke Vincent,1992-06-04,1992-01-01T00:00:00+02:00,{Actor|Brooke_Vincent__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Brooke_Vincent__1},['actor'],True,False,,
Bruna Linzmeyer,1992-11-11,1992-01-01T00:00:00+02:00,{Actor|Bruna_Linzmeyer__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Bruna_Linzmeyer__1},['actor'],True,False,,
Burkely Duffield,1992-08-09,1992-01-01T00:00:00+02:00,{Actor|Burkely_Duffield__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Burkely_Duffield__1},['actor'],True,False,,
Vanya Mishra,1992-02-27,1992-01-01T00:00:00+02:00,{Actor|Model (profession)},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Model_(profession)},['actor'],True,False,,Femina Miss India World 2012
Vincent Martella,1992-10-15,1992-01-01T00:00:00+02:00,{Actor|Singing|Voice acting|Vincent_Martella__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Singing|http://dbpedia.org/resource/Voice_acting|http://dbpedia.org/resource/Vincent_Martella__1},"['actor', 'sing']",True,False,,
Jennette McCurdy,1992-06-26,1992-01-01T00:00:00+02:00,{Actor|Singer-songwriter},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Singer-songwriter},"['actor', 'sing', 'songwriter']",True,False,,
Jermaine Crawford,1992-10-28,1992-01-01T00:00:00+02:00,{Actor|Jermaine_Crawford__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Jermaine_Crawford__1},['actor'],True,False,,
Jerome Holder,1992-01-01T00:00:00+02:00,{1992-01-01T00:00:00+02:00|1994-01-01T00:00:00+02:00},{Actor|Jerome_Holder__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Jerome_Holder__1},['actor'],True,False,,
Jessica Barden,1992-07-21,1992-01-01T00:00:00+02:00,{Actor|Jessica_Barden__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Jessica_Barden__1},['actor'],True,False,,
Jessy Mendiola,1992-12-03,1992-01-01T00:00:00+02:00,{Actor|Jessy_Mendiola__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Jessy_Mendiola__1},['actor'],True,False,,
Jiro Manio,1992-05-09,1992-01-01T00:00:00+02:00,{Actor|Jiro_Manio__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Jiro_Manio__1},['actor'],True,False,,
Allie DiMeco,1992-06-12,1992-01-01T00:00:00+02:00,{Actor|Multi-instrumentalist|Allie_DiMeco__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Multi-instrumentalist|http://dbpedia.org/resource/Allie_DiMeco__1},['actor'],True,False,,
Allisson Lozz,1992-08-11,1992-01-01T00:00:00+02:00,{Actor|Model (profession)|Singing|Allisson_Lozz__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Model_(profession)|http://dbpedia.org/resource/Singing|http://dbpedia.org/resource/Allisson_Lozz__1},"['actor', 'sing']",True,False,,
Amy Diamond,1992-04-15,1992-01-01T00:00:00+02:00,Actor,http://dbpedia.org/resource/Actor,['actor'],True,False,,
Andrea Lagunés,{1992-01-01T00:00:00+02:00|1992-10-29},1992-01-01T00:00:00+02:00,{Actor|Singing},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Singing},"['actor', 'sing']",True,False,,
Andrew Chalmers (actor),1992-12-21,1992-01-01T00:00:00+02:00,Andrew_Chalmers_(actor)__1,http://dbpedia.org/resource/Andrew_Chalmers_(actor)__1,['actor'],True,False,,
Lexi Ainsworth,1992-10-28,1992-01-01T00:00:00+02:00,{Actor|Lexi_Ainsworth__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Lexi_Ainsworth__1},['actor'],True,False,,
Liam Hess,1992-03-28,1992-01-01T00:00:00+02:00,{Actor|Liam_Hess__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Liam_Hess__1},['actor'],True,False,,
Lizzy (South Korean singer),1992-07-31,1992-01-01T00:00:00+02:00,{Dance|Rapping|Actor|Model (profession)|Singing|Master of ceremonies},{http://dbpedia.org/resource/Dance|http://dbpedia.org/resource/Rapping|http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Model_(profession)|http://dbpedia.org/resource/Singing|http://dbpedia.org/resource/Master_of_ceremonies},"['actor', 'sing']",True,False,,
Logan Miller,1992-02-18,1992-01-01T00:00:00+02:00,{Actor|Musician|Logan_Miller__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Musician|http://dbpedia.org/resource/Logan_Miller__1},"['actor', 'musician']",True,False,,
Mary Lou (actress),1992-03-15,1992-01-01T00:00:00+02:00,{Actor|Mary_Lou_(actress)__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Mary_Lou_(actress)__1},['actor'],True,False,,
Matthew C Martino,1992-10-27,1992-01-01T00:00:00+02:00,{Author|Actor|Film producer|Matthew_C_Martino__1},{http://dbpedia.org/resource/Author|http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Film_producer|http://dbpedia.org/resource/Matthew_C_Martino__1},['actor'],True,False,,
Mawra Hocane,{1992-01-01T00:00:00+02:00|1992-09-28},1992-01-01T00:00:00+02:00,{Actor|Model (profession)|VJ (media personality)|Mawra_Hocane__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Model_(profession)|http://dbpedia.org/resource/VJ_(media_personality)|http://dbpedia.org/resource/Mawra_Hocane__1},['actor'],True,False,,
Max Collins (actress),1992-08-28,1992-01-01T00:00:00+02:00,{Actor|Model (profession)|Max_Collins_(actress)__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Model_(profession)|http://dbpedia.org/resource/Max_Collins_(actress)__1},['actor'],True,False,,
Meaghan Jette Martin,1992-02-17,1992-01-01T00:00:00+02:00,{Actor|Singing|Meaghan_Jette_Martin__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Singing|http://dbpedia.org/resource/Meaghan_Jette_Martin__1},"['actor', 'sing']",True,False,,
Melissa Suffield,1992-12-24,1992-01-01T00:00:00+02:00,{Actor|Melissa_Suffield__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Melissa_Suffield__1},['actor'],True,False,,
Melody Nurramdhani Laksani,{1992-03-20|1992-03-24},1992-01-01T00:00:00+02:00,{Japanese idol|Actor|Singing},{http://dbpedia.org/resource/Japanese_idol|http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Singing},"['actor', 'sing']",True,False,,
Neil Coleta,1992-08-04,1992-01-01T00:00:00+02:00,{Actor|Presenter|Neil_Coleta__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Presenter|http://dbpedia.org/resource/Neil_Coleta__1},['actor'],True,False,,
Nick Krause,1992-04-14,1992-01-01T00:00:00+02:00,{Actor|Nick_Krause__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Nick_Krause__1},['actor'],True,False,,
Hirotaka Chiba,1992-10-05,1992-01-01T00:00:00+02:00,{Actor|Voice acting in Japan|Hirotaka_Chiba__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Voice_acting_in_Japan|http://dbpedia.org/resource/Hirotaka_Chiba__1},['actor'],True,False,,
Holly Earl,1992-08-31,1992-01-01T00:00:00+02:00,{Actor|Holly_Earl__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Holly_Earl__1},['actor'],True,False,,
Hutch Dano,1992-05-21,1992-01-01T00:00:00+02:00,{Rapping|Actor|Hutch_Dano__1},{http://dbpedia.org/resource/Rapping|http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Hutch_Dano__1},['actor'],True,False,,
Chelsea Olivia Wijaya,1992-07-29,1992-01-01T00:00:00+02:00,{Actor|Chelsea_Olivia_Wijaya__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Chelsea_Olivia_Wijaya__1},['actor'],True,False,,
Chris Gutierrez,1992-05-09,1992-01-01T00:00:00+02:00,{Actor|Chris_Gutierrez__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Chris_Gutierrez__1},['actor'],True,False,,
Chris Massoglia,1992-03-29,1992-01-01T00:00:00+02:00,{Actor|Chris_Massoglia__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Chris_Massoglia__1},['actor'],True,False,,
Christian Massa,1992-03-24,1992-01-01T00:00:00+02:00,{Actor|Model (profession)|Christian_Massa__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Model_(profession)|http://dbpedia.org/resource/Christian_Massa__1},['actor'],True,False,,
Safura Alizadeh,1992-09-20,1992-01-01T00:00:00+02:00,{Actor|Singing},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Singing},"['actor', 'sing']",True,False,,
Saiyami Kher,1992-01-01T00:00:00+02:00,1992-01-01T00:00:00+02:00,{Actor|Saiyami_Kher__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Saiyami_Kher__1},['actor'],True,False,,
Sam Concepcion,1992-10-17,1992-01-01T00:00:00+02:00,{Dance|Actor|Model (profession)|Presenter|Singing},{http://dbpedia.org/resource/Dance|http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Model_(profession)|http://dbpedia.org/resource/Presenter|http://dbpedia.org/resource/Singing},"['actor', 'sing']",True,False,,
Sam Lerner,1992-09-27,1992-01-01T00:00:00+02:00,{Actor|Sam_Lerner__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Sam_Lerner__1},['actor'],True,False,,
Sara Niemietz,1992-06-07,1992-01-01T00:00:00+02:00,Actor,http://dbpedia.org/resource/Actor,['actor'],True,False,,
Sarika Sabrin,1992-09-23,1992-01-01T00:00:00+02:00,{Actor|Model (profession)|Sarika_Sabrin__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Model_(profession)|http://dbpedia.org/resource/Sarika_Sabrin__1},['actor'],True,False,,
Adam G. Sevani,1992-06-29,1992-01-01T00:00:00+02:00,{Dance|Actor|Adam_G._Sevani__1},{http://dbpedia.org/resource/Dance|http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Adam_G._Sevani__1},['actor'],True,False,,
Adam Hicks,1992-11-28,1992-01-01T00:00:00+02:00,{Rapping|Actor|Singer-songwriter|Adam_Hicks__1},{http://dbpedia.org/resource/Rapping|http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Singer-songwriter|http://dbpedia.org/resource/Adam_Hicks__1},"['actor', 'sing', 'songwriter']",True,False,,
Ai Shinozaki,1992-02-26,1992-01-01T00:00:00+02:00,{Actor|Model (profession)|Singing|Ai_Shinozaki__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Model_(profession)|http://dbpedia.org/resource/Singing|http://dbpedia.org/resource/Ai_Shinozaki__1},"['actor', 'sing']",True,False,,
Aj Muhlach,1992-05-20,1992-01-01T00:00:00+02:00,Actor,http://dbpedia.org/resource/Actor,['actor'],True,False,,
Cameron Ansell,1992-11-28,1992-01-01T00:00:00+02:00,{Actor|Cameron_Ansell__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Cameron_Ansell__1},['actor'],True,False,,
Colby Paul,1992-07-01,1992-01-01T00:00:00+02:00,{Actor|Colby_Paul__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Colby_Paul__1},['actor'],True,False,,
Coleen Garcia,1992-09-24,1992-01-01T00:00:00+02:00,{Actor|Model (profession)|Presenter},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Model_(profession)|http://dbpedia.org/resource/Presenter},['actor'],True,False,,
Jordan Garrett,1992-12-17,1992-01-01T00:00:00+02:00,{Actor|Jordan_Garrett__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Jordan_Garrett__1},['actor'],True,False,,
Jordan Rodrigues,1992-07-20,1992-01-01T00:00:00+02:00,{Actor|Jordan_Rodrigues__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Jordan_Rodrigues__1},['actor'],True,False,,
Karle Warren,1992-02-08,1992-01-01T00:00:00+02:00,{Actor|Karle_Warren__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Karle_Warren__1},['actor'],True,False,,
Katsuhiro Suzuki (actor),1992-12-29,1992-01-01T00:00:00+02:00,Katsuhiro_Suzuki_(actor)__1,http://dbpedia.org/resource/Katsuhiro_Suzuki_(actor)__1,['actor'],True,False,,
Kaya Scodelario,1992-03-13,1992-01-01T00:00:00+02:00,{Actor|Model (profession)|Kaya_Scodelario__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Model_(profession)|http://dbpedia.org/resource/Kaya_Scodelario__1},['actor'],True,False,,
Kelsey-Beth Crossley,{1992-07-05|1992-07-08},1992-01-01T00:00:00+02:00,{Actor|Kelsey-Beth_Crossley__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Kelsey-Beth_Crossley__1},['actor'],True,False,,
Kim Ji-won,1992-10-19,1992-01-01T00:00:00+02:00,{Actor|Model (profession)|Kim_Ji-won__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Model_(profession)|http://dbpedia.org/resource/Kim_Ji-won__1},['actor'],True,False,,
Kim Min-ji (actress),1992-04-11,1992-01-01T00:00:00+02:00,{Actor|Kim_Min-ji_(actress)__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Kim_Min-ji_(actress)__1},['actor'],True,False,,
Kimberly Dos Ramos,1992-04-15,1992-01-01T00:00:00+02:00,{Actor|Model (profession)|Presenter|Kimberly_Dos_Ramos__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Model_(profession)|http://dbpedia.org/resource/Presenter|http://dbpedia.org/resource/Kimberly_Dos_Ramos__1},['actor'],True,False,,
Isabel Hodgins,1993-11-23,1993-01-01T00:00:00+02:00,{Actor|Isabel_Hodgins__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Isabel_Hodgins__1},['actor'],True,False,,
Isolda Dychauk,1993-02-04,1993-01-01T00:00:00+02:00,{Actor|Isolda_Dychauk__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Isolda_Dychauk__1},['actor'],True,False,,
Jack McElhone,1993-01-01T00:00:00+02:00,1993-01-01T00:00:00+02:00,{Actor|Student|Jack_McElhone__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Student|http://dbpedia.org/resource/Jack_McElhone__1},['actor'],True,False,,
Emi Takei,1993-12-25,1993-01-01T00:00:00+02:00,{Actor|Model (profession)|Singing|Emi_Takei__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Model_(profession)|http://dbpedia.org/resource/Singing|http://dbpedia.org/resource/Emi_Takei__1},"['actor', 'sing']",True,False,,
Emily Zheng,1993-01-03,1993-01-01T00:00:00+02:00,{Dance|Actor|Presenter|Singing},{http://dbpedia.org/resource/Dance|http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Presenter|http://dbpedia.org/resource/Singing},"['actor', 'sing']",True,False,,
Empress Schuck,1993-02-19,1993-01-01T00:00:00+02:00,{Actor|Empress_Schuck__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Empress_Schuck__1},['actor'],True,False,,
Erika Naddei,1993-04-01,1993-01-01T00:00:00+02:00,{Actor|Singing|Erika_Naddei__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Singing|http://dbpedia.org/resource/Erika_Naddei__1},"['actor', 'sing']",True,False,,
Tinashe,1993-02-06,1993-01-01T00:00:00+02:00,{Actor|Singer-songwriter},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Singer-songwriter},"['actor', 'sing', 'songwriter']",True,False,,
Louise delos Reyes,1993-09-01,1993-01-01T00:00:00+02:00,{Actor|Louise_delos_Reyes__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Louise_delos_Reyes__1},['actor'],True,False,,
Madeleine Martin,1993-04-15,1993-01-01T00:00:00+02:00,{Actor|Madeleine_Martin__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Madeleine_Martin__1},['actor'],True,False,,
Madison McReynolds,1993-08-17,1993-01-01T00:00:00+02:00,{Actor|Madison_McReynolds__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Madison_McReynolds__1},['actor'],True,False,,
Mahima Makwana,1993-02-12,1993-01-01T00:00:00+02:00,{Actor|Mahima_Makwana__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Mahima_Makwana__1},['actor'],True,False,,
Maia Lee (actress),1993-02-01,1993-01-01T00:00:00+02:00,{Actor|Maia_Lee_(actress)__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Maia_Lee_(actress)__1},['actor'],True,False,,
Mandy Rain,1993-12-20,1993-01-01T00:00:00+02:00,{Dance|Actor|Singer-songwriter},{http://dbpedia.org/resource/Dance|http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Singer-songwriter},"['actor', 'sing', 'songwriter']",True,False,,
Graham Phillips (actor),1993-04-14,1993-01-01T00:00:00+02:00,Graham_Phillips_(actor)__1,http://dbpedia.org/resource/Graham_Phillips_(actor)__1,['actor'],True,False,,
Gustaf Göthberg,1993-11-30,1993-01-01T00:00:00+02:00,Politician,http://dbpedia.org/resource/Politician,['politician'],False,True,,
Hannah Marks,1993-04-13,1993-01-01T00:00:00+02:00,{Child actor|Hannah_Marks__1},{http://dbpedia.org/resource/Child_actor|http://dbpedia.org/resource/Hannah_Marks__1},['actor'],True,False,,
Hannah Midgley,1993-01-01T00:00:00+02:00,1993-01-01T00:00:00+02:00,{Actor|Hannah_Midgley__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Hannah_Midgley__1},['actor'],True,False,,
Wu Jian-He,1993-01-01T00:00:00+02:00,1993-01-01T00:00:00+02:00,{Actor|Wu_Jian-He__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Wu_Jian-He__1},['actor'],True,False,,
Yoo Seung-ho,1993-08-17,1993-01-01T00:00:00+02:00,{Actor|Yoo_Seung-ho__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Yoo_Seung-ho__1},['actor'],True,False,,
Yuri Chinen,1993-11-30,1993-01-01T00:00:00+02:00,{Dance|Pop Idol|Actor|Singing|Tarento},{http://dbpedia.org/resource/Dance|http://dbpedia.org/resource/Pop_Idol|http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Singing|http://dbpedia.org/resource/Tarento},"['actor', 'sing']",True,False,,
Zach Tyler Eisen,{1993-09-23|1997-09-23},{1993-01-01T00:00:00+02:00|1997-01-01T00:00:00+02:00},{Aang|Actor|Voice acting|Zach_Tyler_Eisen__1},{http://dbpedia.org/resource/Aang|http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Voice_acting|http://dbpedia.org/resource/Zach_Tyler_Eisen__1},['actor'],True,False,,
Freya Mavor,{1993-05-29|1993-08-13},1993-01-01T00:00:00+02:00,{Actor|Model (profession)|Freya_Mavor__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Model_(profession)|http://dbpedia.org/resource/Freya_Mavor__1},['actor'],True,False,,
Patrick Johnson (actor),1993-02-19,1993-01-01T00:00:00+02:00,Patrick_Johnson_(actor)__1,http://dbpedia.org/resource/Patrick_Johnson_(actor)__1,['actor'],True,False,,
Patrick Mölleken,1993-09-27,1993-01-01T00:00:00+02:00,{Actor|Patrick_M%C3%B6lleken__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Patrick_M%C3%B6lleken__1},['actor'],True,False,,
Patrick Schwarzenegger,1993-09-18,1993-01-01T00:00:00+02:00,{Actor|Model (profession)|Entrepreneurship|Patrick_Schwarzenegger__1|Patrick_Schwarzenegger__2|Patrick_Schwarzenegger__3},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Model_(profession)|http://dbpedia.org/resource/Entrepreneurship|http://dbpedia.org/resource/Patrick_Schwarzenegger__1|http://dbpedia.org/resource/Patrick_Schwarzenegger__2|http://dbpedia.org/resource/Patrick_Schwarzenegger__3},['actor'],True,False,,
Devon Seron,1993-05-20,1993-01-01T00:00:00+02:00,{Actor|Television presenter|Devon_Seron__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Television_presenter|http://dbpedia.org/resource/Devon_Seron__1},['actor'],True,False,,
Roxane Duran,1993-01-27,1993-01-01T00:00:00+02:00,{Actor|Roxane_Duran__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Roxane_Duran__1},['actor'],True,False,,
Ruben Carbajal,1993-02-26,1993-01-01T00:00:00+02:00,{Actor|Ruben_Carbajal__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Ruben_Carbajal__1},['actor'],True,False,,
Ryan Watson (actor),1993-02-02,1993-01-01T00:00:00+02:00,{Actor|Ryan_Watson_(actor)__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Ryan_Watson_(actor)__1},['actor'],True,False,,
Ryo Ryusei,1993-03-24,1993-01-01T00:00:00+02:00,{Actor|Ryo_Ryusei__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Ryo_Ryusei__1},['actor'],True,False,,
Ryu Hwayoung,1993-04-22,1993-01-01T00:00:00+02:00,{Dance|Disc jockey|Rapping|Lyricist|Actor|Model (profession)|Songwriter},{http://dbpedia.org/resource/Dance|http://dbpedia.org/resource/Disc_jockey|http://dbpedia.org/resource/Rapping|http://dbpedia.org/resource/Lyricist|http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Model_(profession)|http://dbpedia.org/resource/Songwriter},"['actor', 'songwriter']",True,False,,
Ryuki Takahashi,1993-03-28,1993-01-01T00:00:00+02:00,{Actor|Ryuki_Takahashi__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Ryuki_Takahashi__1},['actor'],True,False,,
Ryunosuke Kamiki,1993-05-19,1993-01-01T00:00:00+02:00,{Actor|Voice acting|Ryunosuke_Kamiki__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Voice_acting|http://dbpedia.org/resource/Ryunosuke_Kamiki__1},['actor'],True,False,,
Miranda Cosgrove,1993-05-14,1993-01-01T00:00:00+02:00,{Actor|Singer-songwriter|Voice acting},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Singer-songwriter|http://dbpedia.org/resource/Voice_acting},"['actor', 'sing', 'songwriter']",True,False,,
Urassaya Sperbund,1993-03-18,1993-01-01T00:00:00+02:00,{Actor|Model (profession)|Urassaya_Sperbund__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Model_(profession)|http://dbpedia.org/resource/Urassaya_Sperbund__1},['actor'],True,False,,
Seo Kang-joon,1993-10-12,1993-01-01T00:00:00+02:00,{Actor|Seo_Kang-joon__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Seo_Kang-joon__1},['actor'],True,False,,
Shōgo Sakamoto,1993-06-13,1993-01-01T00:00:00+02:00,{Actor|Sh%C5%8Dgo_Sakamoto__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Sh%C5%8Dgo_Sakamoto__1},['actor'],True,False,,
Shafaq Naaz,1993-02-07,1993-01-01T00:00:00+02:00,{Actor|Shafaq_Naaz__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Shafaq_Naaz__1},['actor'],True,False,,
