rdf-schema#label,birthDate,birthYear,Occupation_g,Actor,Politician,Athlete,Business_person,Cause_of_Death_cat,deathDate,occupation_label,occupation,title,deathCause_label,deathCause,salary
LeRoy Stumpf,1944-05-29,1944-01-01T00:00:00+02:00,['politician'],False,True,False,False,Unknown,,{Legislator|Farmer},{http://dbpedia.org/resource/Legislator|http://dbpedia.org/resource/Farmer},,,,
Manuel Ruiz de Lopera,1944-08-13,1944-01-01T00:00:00+02:00,['business person'],False,False,False,True,Unknown,,{Businessperson|Manuel_Ruiz_de_Lopera__1},{http://dbpedia.org/resource/Businessperson|http://dbpedia.org/resource/Manuel_Ruiz_de_Lopera__1},,,,
Marcel Van Langenhove (referee),1944-04-16,1944-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,,{Referee (association football)|Marcel_Van_Langenhove_(referee)__1},{http://dbpedia.org/resource/Referee_(association_football)|http://dbpedia.org/resource/Marcel_Van_Langenhove_(referee)__1},,,,
Margaret Craven (politician),1944-01-01T00:00:00+02:00,1944-01-01T00:00:00+02:00,['politician'],False,True,False,False,Unknown,,,,,,,
Marie-France Stirbois,1944-11-11,1944-01-01T00:00:00+02:00,['politician'],False,True,False,False,Unknown,2006-04-17,{Politician|Marie-France_Stirbois__1},{http://dbpedia.org/resource/Politician|http://dbpedia.org/resource/Marie-France_Stirbois__1},,,,
Mark Fisher (politician),1944-10-29,1944-01-01T00:00:00+02:00,['politician'],False,True,False,False,Unknown,,,,,,,
Jakob von Uexkull,1944-08-19,1944-01-01T00:00:00+02:00,['politician'],False,True,False,False,Unknown,,{Writer|Member of the European Parliament|Lecturer},{http://dbpedia.org/resource/Writer|http://dbpedia.org/resource/Member_of_the_European_Parliament|http://dbpedia.org/resource/Lecturer},,,,
James Flynn (politician),1944-09-25,1944-01-01T00:00:00+02:00,['politician'],False,True,False,False,Unknown,,,,,,,
James Martin (American football),1944-08-21,1944-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,,,,,,,
James Strong (Australian businessman),1944-07-31,1944-01-01T00:00:00+02:00,['business person'],False,False,False,True,Unknown,2013-03-03,James_Strong_(Australian_businessman)__1,http://dbpedia.org/resource/James_Strong_(Australian_businessman)__1,,,,
James Walker (American football coach),1944-11-30,1944-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,,,,,,,
Jan Olsson (footballer born 1944),{1944-03-17|1944-03-18},1944-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,,,,,,,
Jan Verheyen (footballer),1944-07-09,1944-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,,,,,,,
Jan de Vries (motorcyclist),1944-01-05,1944-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,,,,,,,
Jandira Martini,1944-06-10,1944-01-01T00:00:00+02:00,['actor'],True,False,False,False,Unknown,,{Actor|Jandira_Martini__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Jandira_Martini__1},,,,
Jayanta Chattopadhyay,1944-07-02,1944-01-01T00:00:00+02:00,['actor'],True,False,False,False,Unknown,,{Actor|Jayanta_Chattopadhyay__1|Reciter},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Jayanta_Chattopadhyay__1|http://dbpedia.org/resource/Reciter},,,,
Dušica Žegarac,1944-04-15,1944-01-01T00:00:00+02:00,['actor'],True,False,False,False,Unknown,,{Actor|Du%C5%A1ica_%C5%BDegarac__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Du%C5%A1ica_%C5%BDegarac__1},,,,
E. J. Peaker,1944-02-22,1944-01-01T00:00:00+02:00,['actor'],True,False,False,False,Unknown,,{Actor|E._J._Peaker__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/E._J._Peaker__1},,,,
Earl Manigault,1944-09-07,1944-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,1998-05-15,{Streetball|Earl_Manigault__1},{http://dbpedia.org/resource/Streetball|http://dbpedia.org/resource/Earl_Manigault__1},,,,
Ed Flanagan (American football),1944-02-23,1944-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,,,,,,,
Eddie Peregrina,1944-11-11,1944-01-01T00:00:00+02:00,"['actor', 'sing']",True,False,False,False,Unknown,{1977-04-30|1977-08-30},{Actor|Singing|Eddie_Peregrina__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Singing|http://dbpedia.org/resource/Eddie_Peregrina__1},,,,
Edward H. Krebs (Pennsylvania politician),1944-01-13,1944-01-01T00:00:00+02:00,['politician'],False,True,False,False,Unknown,,,,,,,
Edward Haughey Baron Ballyedmond,1944-01-05,1944-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,2014-03-13,Edward_Haughey_Baron_Ballyedmond__1,"http://dbpedia.org/resource/Edward_Haughey,_Baron_Ballyedmond__1",,Haughey Air AgustaWestland AW139 crash,http://dbpedia.org/resource/Haughey_Air_AgustaWestland_AW139_crash,
Elaine Alquist,1944-08-21,1944-01-01T00:00:00+02:00,['business person'],False,False,False,True,Unknown,,{Financial analyst|Real estate broker|Businessperson|School counselor},{http://dbpedia.org/resource/Financial_analyst|http://dbpedia.org/resource/Real_estate_broker|http://dbpedia.org/resource/Businessperson|http://dbpedia.org/resource/School_counselor},,,,
Joe Berardo,1944-07-04,1944-01-01T00:00:00+02:00,['business person'],False,False,False,True,Unknown,,{Speculation|Businessperson|Private collection|Stock trader|Joe_Berardo__1},{http://dbpedia.org/resource/Speculation|http://dbpedia.org/resource/Businessperson|http://dbpedia.org/resource/Private_collection|http://dbpedia.org/resource/Stock_trader|http://dbpedia.org/resource/Joe_Berardo__1},,,,
Joe Campbell (baseball),1944-03-10,1944-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,,,,,,,
Joe Gardner (Mississippi politician),1944-01-01T00:00:00+02:00,1944-01-01T00:00:00+02:00,['politician'],False,True,False,False,Unknown,2013-01-01T00:00:00+02:00,,,,,,
Joe Mullery,1944-01-01T00:00:00+02:00,1944-01-01T00:00:00+02:00,['politician'],False,True,False,False,Unknown,,{Legislator|Attorneys in the United States|Community organizing},{http://dbpedia.org/resource/Legislator|http://dbpedia.org/resource/Attorneys_in_the_United_States|http://dbpedia.org/resource/Community_organizing},,,,
John Austin (basketball),1944-08-31,1944-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,,,,,,,
John Austin (politician),1944-08-21,1944-01-01T00:00:00+02:00,['politician'],False,True,False,False,Unknown,,,,,,,
John Beasley (basketball),1944-02-05,1944-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,,,,,,,
John Block (basketball),1944-04-16,1944-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,,,,,,,
John Bloom (actor),1944-02-19,1944-01-01T00:00:00+02:00,['actor'],True,False,False,False,Unknown,1999-01-15,,,,,,
John Boland (politician),1944-11-30,1944-01-01T00:00:00+02:00,['politician'],False,True,False,False,Unknown,2000-08-14,,,,,,
John Byrom (footballer),{1944-04-24|1944-07-28},1944-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,,,,,,,
John Caulfield (Australian footballer),1944-01-25,1944-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,2005-01-01T00:00:00+02:00,,,,,,
John Charles (American football),1944-05-09,1944-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,,,,,,,
John Charles (footballer born 1944),{1944-09-09|1944-09-20},1944-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,2002-08-17,,,,,,
John Coates (Australian politician),1944-03-23,1944-01-01T00:00:00+02:00,['politician'],False,True,False,False,Unknown,,Biochemistry,http://dbpedia.org/resource/Biochemistry,,,,
John Coates (footballer),1944-06-03,,['athlete'],False,False,True,False,Unknown,,,,,,,
John Connor (Irish politician),1944-02-14,1944-01-01T00:00:00+02:00,['politician'],False,True,False,False,Unknown,,,,,,,
John Cox (politician),{1944-08-13|1944-10-13},1944-01-01T00:00:00+02:00,['politician'],False,True,False,False,Unknown,,Senior management,http://dbpedia.org/resource/Senior_management,,,,
John Cummings (footballer),1944-05-05,1944-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,,,,,,,
John Dunn (footballer),1944-06-21,1944-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,,,,,,,
John Flowers (footballer),1944-08-26,1944-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,,,,,,,
John Fredriksen,1944-05-10,1944-01-01T00:00:00+02:00,['business person'],False,False,False,True,Unknown,,{Business magnate|John_Fredriksen__1},{http://dbpedia.org/resource/Business_magnate|http://dbpedia.org/resource/John_Fredriksen__1},,,,
John Glover (actor),1944-08-07,1944-01-01T00:00:00+02:00,['actor'],True,False,False,False,Unknown,,John_Glover_(actor)__1,http://dbpedia.org/resource/John_Glover_(actor)__1,,,,
John Hall (footballer),1944-01-01T00:00:00+02:00,1944-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,,,,,,,
John Holmes (pornographic actor),1944-08-08,1944-01-01T00:00:00+02:00,['actor'],True,False,False,False,Unknown,1988-03-13,,,,,,
John Kelly (American football),1944-03-31,1944-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,,,,,,,
John Kemp (Australian footballer),1944-06-06,1944-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,,,,,,,
John Laird Baron Laird,1944-04-23,1944-01-01T00:00:00+02:00,['politician'],False,True,False,False,Unknown,,Politician,http://dbpedia.org/resource/Politician,,,,
John Love (American football),1944-02-24,1944-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,,,,,,,
John Maxwell (writer),1944-07-12,1944-01-01T00:00:00+02:00,['actor'],True,False,False,False,Unknown,,{Actor|Writer|John_Maxwell_(writer)__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Writer|http://dbpedia.org/resource/John_Maxwell_(writer)__1},,,,
Joyce Quin Baroness Quin,1944-11-26,1944-01-01T00:00:00+02:00,['politician'],False,True,False,False,Unknown,,Politician,http://dbpedia.org/resource/Politician,,,,
Juan Carlos Da Costa,1944-01-01T00:00:00+02:00,1944-01-01T00:00:00+02:00,['politician'],False,True,False,False,Unknown,1976-01-01T00:00:00+02:00,{Politician|Writer},{http://dbpedia.org/resource/Politician|http://dbpedia.org/resource/Writer},,,,
Azizan Abdul Razak,1944-10-25,1944-01-01T00:00:00+02:00,['politician'],False,True,False,False,Unknown,2013-09-26,Kedah State Legislative Assembly,http://dbpedia.org/resource/Kedah_State_Legislative_Assembly,,,,
B. J. Ward (actress),{1944-09-12|1944-09-16},1944-01-01T00:00:00+02:00,['actor'],True,False,False,False,Unknown,,{Actor|Voice acting|B._J._Ward_(actress)__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Voice_acting|http://dbpedia.org/resource/B._J._Ward_(actress)__1},,,,
Barbara Carrera,{1944-09-01|1945-12-31},{1944-01-01T00:00:00+02:00|1945-01-01T00:00:00+02:00},['actor'],True,False,False,False,Unknown,,{Actor|Model (profession)|Barbara_Carrera__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Model_(profession)|http://dbpedia.org/resource/Barbara_Carrera__1},,,,
Barbara Trentham,1944-08-27,1944-01-01T00:00:00+02:00,['actor'],True,False,False,False,Unknown,2013-08-02,{Actor|Barbara_Trentham__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Barbara_Trentham__1},,,,
Barry Lynch,1944-01-23,1944-01-01T00:00:00+02:00,['actor'],True,False,False,False,Unknown,,{Actor|Barry_Lynch__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Barry_Lynch__1},,,,
Barry Moore (politician),1944-08-21,1944-01-01T00:00:00+02:00,['politician'],False,True,False,False,Unknown,,,,,,,
Barry Watson (athlete),1944-02-13,1944-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,,,,,,,
Beaton Tulk,1944-05-22,1944-01-01T00:00:00+02:00,['politician'],False,True,False,False,Unknown,,{Politician|Teacher},{http://dbpedia.org/resource/Politician|http://dbpedia.org/resource/Teacher},,,,
Angélica María,1944-09-27,1944-01-01T00:00:00+02:00,['actor'],True,False,False,False,Unknown,,{Actor|Ang%C3%A9lica_Mar%C3%ADa__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Ang%C3%A9lica_Mar%C3%ADa__1},,,,
Angela Mason,1944-08-09,1944-01-01T00:00:00+02:00,['politician'],False,True,False,False,Unknown,,{Politician|Activism|Angela_Mason__1},{http://dbpedia.org/resource/Politician|http://dbpedia.org/resource/Activism|http://dbpedia.org/resource/Angela_Mason__1},,,,
Angela Winkler,1944-01-22,1944-01-01T00:00:00+02:00,['actor'],True,False,False,False,Unknown,,{Actor|Angela_Winkler__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Angela_Winkler__1},,,,
Angharad Rees,1944-07-16,1944-01-01T00:00:00+02:00,['actor'],True,False,False,False,Cancer,2012-07-21,{Actor|Jewelry designer|Angharad_Rees__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Jewelry_designer|http://dbpedia.org/resource/Angharad_Rees__1},,Pancreatic cancer,http://dbpedia.org/resource/Pancreatic_cancer,
Anil Biswas (politician),1944-03-02,1944-01-01T00:00:00+02:00,['politician'],False,True,False,False,Unknown,2006-03-26,Anil_Biswas_(politician)__1,http://dbpedia.org/resource/Anil_Biswas_(politician)__1,,,,
Anita Johansson (politician),1944-01-01T00:00:00+02:00,1944-01-01T00:00:00+02:00,['politician'],False,True,False,False,Unknown,,,,,,,
Anna Lizaran,1944-08-31,1944-01-01T00:00:00+02:00,['actor'],True,False,False,False,Cancer,{2013-01-12|2013-01-13},{Actor|Anna_Lizaran__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Anna_Lizaran__1},,Cancer,http://dbpedia.org/resource/Cancer,
Annette Lu,1944-06-07,1944-01-01T00:00:00+02:00,['politician'],False,True,False,False,Unknown,,Politician,http://dbpedia.org/resource/Politician,,,,
António Monteiro (politician),1944-01-22,1944-01-01T00:00:00+02:00,['politician'],False,True,False,False,Unknown,,,,,,,
Antal Nagy (footballer born 1944),1944-05-16,1944-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,,,,,,,
Anthony Jackson (actor),1944-02-18,1944-01-01T00:00:00+02:00,['actor'],True,False,False,False,Unknown,2006-11-27,,,,,,
Antonio Arias (footballer),1944-10-09,1944-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,,,,,,,
Anwar Solangi,1944-01-01T00:00:00+02:00,1944-01-01T00:00:00+02:00,['actor'],True,False,False,False,Unknown,{2008-01-01T00:00:00+02:00|2008-04-03},{Actor|Film director|Screenwriter|Film producer|Anwar_Solangi__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Film_director|http://dbpedia.org/resource/Screenwriter|http://dbpedia.org/resource/Film_producer|http://dbpedia.org/resource/Anwar_Solangi__1},,,,
Arne Andersen (handballer),1944-02-07,1944-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,,,,,,,
Arnie Ball,1944-11-12,1944-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,,,,,,,
Arran Stephens,1944-01-01T00:00:00+02:00,1944-01-01T00:00:00+02:00,['business person'],False,False,False,True,Unknown,,{Chief executive officer|Nature's Path|Arran_Stephens__1},{http://dbpedia.org/resource/Chief_executive_officer|http://dbpedia.org/resource/Nature's_Path|http://dbpedia.org/resource/Arran_Stephens__1},,,,
Odessa Cleveland,1944-03-03,1944-01-01T00:00:00+02:00,['actor'],True,False,False,False,Unknown,,{Actor|Odessa_Cleveland__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Odessa_Cleveland__1},,,,
Ollie Brown (baseball),1944-02-11,1944-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,,,,,,,
Orhan Gencebay,1944-08-04,1944-01-01T00:00:00+02:00,"['actor', 'sing']",True,False,False,False,Unknown,,{Arrangement|Music director|Actor|Record producer|Singing|Composer},{http://dbpedia.org/resource/Arrangement|http://dbpedia.org/resource/Music_director|http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Record_producer|http://dbpedia.org/resource/Singing|http://dbpedia.org/resource/Composer},,,,
Oscar Zamora (baseball),1944-09-23,1944-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,,,,,,,
Ove Karlsson (sports journalist),1944-01-01T00:00:00+02:00,1944-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,,,,,,,
Parikshit Sahni,1944-01-01T00:00:00+02:00,1944-01-01T00:00:00+02:00,['actor'],True,False,False,False,Unknown,,{Actor|Parikshit_Sahni__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Parikshit_Sahni__1},,,,
Pat Lee (Irish politician),1944-09-26,1944-01-01T00:00:00+02:00,['politician'],False,True,False,False,Unknown,,,,,,,
Ralph Kimball,1944-01-01T00:00:00+02:00,1944-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,,,,,,,
Randy Brown (baseball),1944-08-29,1944-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,1998-04-13,,,,,,
Randy Ewing,1944-02-10,1944-01-01T00:00:00+02:00,['business person'],False,False,False,True,Unknown,,Business,http://dbpedia.org/resource/Business,,,,
Randy Johnson (American football),1944-06-17,1944-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,2009-09-17,,,,,,
Ray Jones (footballer born 1944),1944-06-04,1944-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,2007-01-01T00:00:00+02:00,,,,,,
Ray Price (footballer),1944-05-18,1944-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,1990-11-18,,,,,,
Raymond Bailey (sportsman),1944-05-16,1944-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,,,,,,,
Relus ter Beek,1944-01-18,1944-01-01T00:00:00+02:00,['politician'],False,True,False,False,Unknown,2008-09-29,{Politician|Civil service},{http://dbpedia.org/resource/Politician|http://dbpedia.org/resource/Civil_service},,,,
Peter Short (footballer),1944-10-27,,['athlete'],False,False,True,False,Unknown,,,,,,,
Peter Thomas (footballer born 1944),1944-11-20,1944-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,,,,,,,
Peter Wong (Hong Kong politician),1944-04-25,1944-01-01T00:00:00+02:00,['politician'],False,True,False,False,Unknown,,,,,,,
Peter Wong (sports commentator),1944-02-26,1944-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,,,,,,,
Phil Davis (footballer),1944-01-01T00:00:00+02:00,1944-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,1997-12-25,,,,,,
Phil May (athlete),1944-09-20,1944-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,,,,,,,
Pierre Arditi,1944-12-01,1944-01-01T00:00:00+02:00,['actor'],True,False,False,False,Unknown,,{Actor|Pierre_Arditi__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Pierre_Arditi__1},,,,
Pik-Sen Lim,1944-09-15,1944-01-01T00:00:00+02:00,['actor'],True,False,False,False,Unknown,,{Actor|Pik-Sen_Lim__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Pik-Sen_Lim__1},,,,
Al Melvin (politician),1944-11-03,1944-01-01T00:00:00+02:00,['politician'],False,True,False,False,Unknown,,,,,,,
Al Michaels,1944-11-12,1944-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,,{Sports commentator|Al_Michaels__1},{http://dbpedia.org/resource/Sports_commentator|http://dbpedia.org/resource/Al_Michaels__1},,,,
Alan Baker (footballer),1944-06-22,1944-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,,,,,,,
Alan Fudge,1944-02-27,1944-01-01T00:00:00+02:00,['actor'],True,False,False,False,Unknown,2011-10-10,{Actor|Alan_Fudge__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Alan_Fudge__1},,,,
Alan Gordon (Scottish footballer),1944-05-14,1944-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,2010-02-18,,,,,,
Alastair Balls,1944-03-18,1944-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,,,,,,,
Albert Bennett (footballer),1944-07-16,1944-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,,,,,,,
Alberto Gómez (Uruguayan footballer),1944-06-10,1944-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,,,,,,,
Aleksandr Filippenko,1944-09-02,1944-01-01T00:00:00+02:00,['actor'],True,False,False,False,Unknown,,{Actor|Aleksandr_Filippenko__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Aleksandr_Filippenko__1},,,,
Alex Munro (footballer born 1944),1944-10-03,1944-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,2009-05-24,,,,,,
Alex Russell (footballer born 1944),1944-02-21,1944-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,,,,,,,
Alex Smith (footballer born 1944),1944-02-06,1944-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,,,,,,,
Alexander Pollock (politician),1944-07-21,1944-01-01T00:00:00+02:00,['politician'],False,True,False,False,Unknown,,,,,,,
Alexander Van der Bellen,1944-01-18,1944-01-01T00:00:00+02:00,['politician'],False,True,False,False,Unknown,,{Politician|Professor_of_economics},{http://dbpedia.org/resource/Politician|http://dbpedia.org/resource/Professor_of_economics},,,,
Alexander Vencel (footballer born 1944),1944-02-08,1944-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,,,,,,,
Alfonso López Caballero,1944-08-17,1944-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,,,,,,,
Richard Durden,1944-02-08,1944-01-01T00:00:00+02:00,['actor'],True,False,False,False,Unknown,,{Actor|Richard_Durden__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Richard_Durden__1},,,,
Richard Gant,1944-03-10,1944-01-01T00:00:00+02:00,['actor'],True,False,False,False,Unknown,,{Actor|Richard_Gant__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Richard_Gant__1},,,,
Richard Howard (actor),1944-03-08,1944-01-01T00:00:00+02:00,['actor'],True,False,False,False,Unknown,,,,,,,
Richard Ieyoub,1944-08-11,1944-01-01T00:00:00+02:00,['business person'],False,False,False,True,Unknown,,{Lawyer|Business},{http://dbpedia.org/resource/Lawyer|http://dbpedia.org/resource/Business},,,,
Ritch Brinkley,1944-03-18,1944-01-01T00:00:00+02:00,['actor'],True,False,False,False,Unknown,,{Actor|Ritch_Brinkley__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Ritch_Brinkley__1},,,,
Rob Gardner (baseball),1944-12-19,1944-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,,,,,,,
Robert Barbers,1944-01-19,1944-01-01T00:00:00+02:00,['politician'],False,True,False,False,Unknown,2005-12-25,{Lawyer|Police|Politician},{http://dbpedia.org/resource/Lawyer|http://dbpedia.org/resource/Police|http://dbpedia.org/resource/Politician},,,,
Robert C. Wright (politician),1944-11-05,1944-01-01T00:00:00+02:00,['politician'],False,True,False,False,Unknown,2014-02-22,,,,,,
Robert Day (footballer),1944-04-13,1944-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,,,,,,,
Robert Elliott (actor born 1944),1944-06-02,1944-01-01T00:00:00+02:00,['actor'],True,False,False,False,Unknown,2004-12-25,Robert_Elliott_(actor_born_1944)__1,http://dbpedia.org/resource/Robert_Elliott_(actor_born_1944)__1,,,,
Robert F. Wagner Jr. (deputy mayor),1944-01-06,1944-01-01T00:00:00+02:00,['politician'],False,True,False,False,Unknown,1993-11-15,,,,,,
Robert Finch (Lord Mayor),1944-01-01T00:00:00+02:00,1944-01-01T00:00:00+02:00,['politician'],False,True,False,False,Unknown,,,,,,,
Robert Jones (Michigan politician),1944-04-22,1944-01-01T00:00:00+02:00,['politician'],False,True,False,False,Unknown,2010-10-17,,,,,,
Robert Lawson (politician),1944-08-15,1944-01-01T00:00:00+02:00,['politician'],False,True,False,False,Unknown,,,,,,,
Robert Lee Minor,1944-01-01,1944-01-01T00:00:00+02:00,['actor'],True,False,False,False,Unknown,,{Actor|Stunt double|Robert_Lee_Minor__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Stunt_double|http://dbpedia.org/resource/Robert_Lee_Minor__1},,,,
Robert Nichols (Texas politician),1944-11-25,1944-01-01T00:00:00+02:00,['politician'],False,True,False,False,Unknown,,,,,,,
Robert Staddon (English sportsman),1944-12-11,1944-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,,,,,,,
Robin Ward (television personality),1944-04-10,1944-01-01T00:00:00+02:00,['actor'],True,False,False,False,Unknown,,{Actor|Robin_Ward_(television_personality)__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Robin_Ward_(television_personality)__1},,,,
Subramaniam Ramadorai,{1944-01-01T00:00:00+02:00|1945-10-06},{1944-01-01T00:00:00+02:00|1945-01-01T00:00:00+02:00},['politician'],False,True,False,False,Unknown,,{Prime Minister of India|Tata Consultancy Services|Hindustan Unilever|Tata Elxsi|Bombay Stock Exchange|AirAsia India|Subramaniam_Ramadorai__1|Subramaniam_Ramadorai__2|Subramaniam_Ramadorai__3|Subramaniam_Ramadorai__4|Subramaniam_Ramadorai__5|Subramaniam_Ramadorai__6},{http://dbpedia.org/resource/Prime_Minister_of_India|http://dbpedia.org/resource/Tata_Consultancy_Services|http://dbpedia.org/resource/Hindustan_Unilever|http://dbpedia.org/resource/Tata_Elxsi|http://dbpedia.org/resource/Bombay_Stock_Exchange|http://dbpedia.org/resource/AirAsia_India|http://dbpedia.org/resource/Subramaniam_Ramadorai__1|http://dbpedia.org/resource/Subramaniam_Ramadorai__2|http://dbpedia.org/resource/Subramaniam_Ramadorai__3|http://dbpedia.org/resource/Subramaniam_Ramadorai__4|http://dbpedia.org/resource/Subramaniam_Ramadorai__5|http://dbpedia.org/resource/Subramaniam_Ramadorai__6},,,,
Susan Davis (politician),1944-04-13,1944-01-01T00:00:00+02:00,['politician'],False,True,False,False,Unknown,,,,,,,
Suzy Kendall,1944-01-01,1944-01-01T00:00:00+02:00,['actor'],True,False,False,False,Unknown,,{Actor|Suzy_Kendall__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Suzy_Kendall__1},,,,
Sven-Ole Thorsen,1944-09-24,1944-01-01T00:00:00+02:00,"['actor', 'athlete']",True,False,True,False,Unknown,,{Bodybuilding|Stunt performer|Strongman (strength athlete)|Actor|Sven-Ole_Thorsen__1},{http://dbpedia.org/resource/Bodybuilding|http://dbpedia.org/resource/Stunt_performer|http://dbpedia.org/resource/Strongman_(strength_athlete)|http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Sven-Ole_Thorsen__1},,,,
Sverre Anker Ousdal,1944-04-18,1944-01-01T00:00:00+02:00,['actor'],True,False,False,False,Unknown,,{Actor|Sverre_Anker_Ousdal__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Sverre_Anker_Ousdal__1},,,,
Syd Jackson (Australian footballer),1944-07-01,1944-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,,,,,,,
Syleena Johnson,{1944-09-02|1976-09-02},1944-01-01T00:00:00+02:00,"['actor', 'sing', 'songwriter']",True,False,False,False,Unknown,,{Actor|Model (profession)|Singer-songwriter},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Model_(profession)|http://dbpedia.org/resource/Singer-songwriter},,,,
