rdf-schema#label,birthDate,birthYear,deathDate,occupation_label,occupation,Occupation_g,Actor,Politician,title
Barbara Kwiatkowska-Lass,1940-06-01,1940-01-01T00:00:00+02:00,1995-03-06,{Actor|Barbara_Kwiatkowska-Lass__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Barbara_Kwiatkowska-Lass__1},['actor'],True,False,
Barry Corbin,1940-10-16,1940-01-01T00:00:00+02:00,,{Actor|Barry_Corbin__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Barry_Corbin__1},['actor'],True,False,
Antonio Leviste,1940-01-01T00:00:00+02:00,1940-01-01T00:00:00+02:00,,Politician,http://dbpedia.org/resource/Politician,['politician'],False,True,
Aracy Balabanian,1940-02-22,1940-01-01T00:00:00+02:00,,{Actor|Aracy_Balabanian__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Aracy_Balabanian__1},['actor'],True,False,
Park Geun-hyung,1940-06-07,1940-01-01T00:00:00+02:00,,{Actor|Park_Geun-hyung__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Park_Geun-hyung__1},['actor'],True,False,
Rakesh Pandey,1940-01-01T00:00:00+02:00,1940-01-01T00:00:00+02:00,,{Actor|Rakesh_Pandey__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Rakesh_Pandey__1},['actor'],True,False,
Ralph Bates,1940-02-12,1940-01-01T00:00:00+02:00,1991-03-27,{Actor|Ralph_Bates__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Ralph_Bates__1},['actor'],True,False,
Ralph R. Caputo,1940-10-31,1940-01-01T00:00:00+02:00,,Politician,http://dbpedia.org/resource/Politician,['politician'],False,True,
Ramesh Chandra Sen,1940-04-30,1940-01-01T00:00:00+02:00,,Politician,http://dbpedia.org/resource/Politician,['politician'],False,True,
Ravichandran (actor),1940-05-13,1940-01-01T00:00:00+02:00,2011-07-25,Ravichandran_(actor)__1,http://dbpedia.org/resource/Ravichandran_(actor)__1,['actor'],True,False,
Ray Lonnen,1940-05-18,1940-01-01T00:00:00+02:00,,{Actor|Ray_Lonnen__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Ray_Lonnen__1},['actor'],True,False,
Raymond Strother,1940-01-01T00:00:00+02:00,1940-01-01T00:00:00+02:00,,{United States presidential election 1984|Gary Hart|Political consulting|Raymond_Strother__1|Raymond_Strother__2},"{http://dbpedia.org/resource/United_States_presidential_election,_1984|http://dbpedia.org/resource/Gary_Hart|http://dbpedia.org/resource/Political_consulting|http://dbpedia.org/resource/Raymond_Strother__1|http://dbpedia.org/resource/Raymond_Strother__2}",['president'],False,True,
Reiko Kusamura,1940-07-05,1940-01-01T00:00:00+02:00,,{Actor|Reiko_Kusamura__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Reiko_Kusamura__1},['actor'],True,False,
René Auberjonois,1940-06-01,1940-01-01T00:00:00+02:00,,{Actor|Ren%C3%A9_Auberjonois__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Ren%C3%A9_Auberjonois__1},['actor'],True,False,
Petr Čepek,1940-09-16,1940-01-01T00:00:00+02:00,1994-09-20,{Actor|Petr_%C4%8Cepek__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Petr_%C4%8Cepek__1},['actor'],True,False,
Philip Proctor,1940-07-28,1940-01-01T00:00:00+02:00,,{Actor|Voice acting|Philip_Proctor__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Voice_acting|http://dbpedia.org/resource/Philip_Proctor__1},['actor'],True,False,
Alejandro Ciangherotti,1940-01-01T00:00:00+02:00,1940-01-01T00:00:00+02:00,2004-05-30,{Actor|Alejandro_Ciangherotti__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Alejandro_Ciangherotti__1},['actor'],True,False,
Richard O'Callaghan,1940-03-07,1940-01-01T00:00:00+02:00,,{Actor|Richard_O'Callaghan__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Richard_O'Callaghan__1},['actor'],True,False,
Richard Paul (actor),1940-06-06,1940-01-01T00:00:00+02:00,1998-12-25,Richard_Paul_(actor)__1,http://dbpedia.org/resource/Richard_Paul_(actor)__1,['actor'],True,False,
Richard Sanders (actor),1940-08-23,1940-01-01T00:00:00+02:00,,{Actor|Screenwriter|Richard_Sanders_(actor)__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Screenwriter|http://dbpedia.org/resource/Richard_Sanders_(actor)__1},['actor'],True,False,
Ricky Nelson,1940-05-08,1940-01-01T00:00:00+02:00,1985-12-31,{Actor|Musician|Singer-songwriter},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Musician|http://dbpedia.org/resource/Singer-songwriter},"['actor', 'musician', 'sing', 'songwriter']",True,False,
Stuart Margolin,1940-01-31,1940-01-01T00:00:00+02:00,,{Actor|Film director|Stuart_Margolin__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Film_director|http://dbpedia.org/resource/Stuart_Margolin__1},['actor'],True,False,
Susana Giménez,{1940-01-29|1944-01-29},{1940-01-01T00:00:00+02:00|1944-01-01T00:00:00+02:00},,{Vedette|Actor|Model (profession)|Businessperson|Presenter|Susana_Gim%C3%A9nez__1},{http://dbpedia.org/resource/Vedette|http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Model_(profession)|http://dbpedia.org/resource/Businessperson|http://dbpedia.org/resource/Presenter|http://dbpedia.org/resource/Susana_Gim%C3%A9nez__1},['actor'],True,False,
Svetlana Svetlichnaya,1940-05-15,1940-01-01T00:00:00+02:00,,{Actor|Svetlana_Svetlichnaya__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Svetlana_Svetlichnaya__1},['actor'],True,False,
Ta-Tanisha,{1940-01-15|1953-01-15},{1940-01-01T00:00:00+02:00|1953-01-01T00:00:00+02:00},,{Actor|Ta-Tanisha__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Ta-Tanisha__1},['actor'],True,False,
Terry Gilliam,1940-11-22,1940-01-01T00:00:00+02:00,,{Actor|Screenwriter|Animator|Terry_Gilliam__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Screenwriter|http://dbpedia.org/resource/Animator|http://dbpedia.org/resource/Terry_Gilliam__1},['actor'],True,False,
David Ackroyd,1940-05-30,1940-01-01T00:00:00+02:00,,{Actor|David_Ackroyd__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/David_Ackroyd__1},['actor'],True,False,
David Collings,1940-06-04,1940-01-01T00:00:00+02:00,,{Actor|David_Collings__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/David_Collings__1},['actor'],True,False,
David H. Koch,1940-05-03,1940-01-01T00:00:00+02:00,,{Vice president|David_H._Koch__1},{http://dbpedia.org/resource/Vice_president|http://dbpedia.org/resource/David_H._Koch__1},['president'],False,True,
David Jason,1940-02-02,1940-01-01T00:00:00+02:00,,{Actor|David_Jason__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/David_Jason__1},['actor'],True,False,
David Watson (actor),1940-01-01T00:00:00+02:00,1940-01-01T00:00:00+02:00,,{Actor|David_Watson_(actor)__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/David_Watson_(actor)__1},['actor'],True,False,
Deanna Dunagan,1940-05-25,1940-01-01T00:00:00+02:00,,{Actor|Deanna_Dunagan__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Deanna_Dunagan__1},['actor'],True,False,
George Reinholt,1940-08-22,1940-01-01T00:00:00+02:00,2013-11-11,{Actor|George_Reinholt__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/George_Reinholt__1},['actor'],True,False,
Georges Poujouly,1940-01-20,1940-01-01T00:00:00+02:00,2000-10-28,{Actor|Georges_Poujouly__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Georges_Poujouly__1},['actor'],True,False,
Gianfranco Barra,1940-04-05,1940-01-01T00:00:00+02:00,,{Actor|Gianfranco_Barra__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Gianfranco_Barra__1},['actor'],True,False,
Gianni Cavina,1940-12-09,1940-01-01T00:00:00+02:00,,{Actor|Gianni_Cavina__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Gianni_Cavina__1},['actor'],True,False,
Gino Santercole,1940-11-21,1940-01-01T00:00:00+02:00,,{Actor|Musician|Record producer|Songwriter},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Musician|http://dbpedia.org/resource/Record_producer|http://dbpedia.org/resource/Songwriter},"['actor', 'musician', 'songwriter']",True,False,
Giulietto Chiesa,1940-09-04,1940-01-01T00:00:00+02:00,,{Journalist|Communist_Politician|Giulietto_Chiesa__1},{http://dbpedia.org/resource/Journalist|http://dbpedia.org/resource/Communist_Politician|http://dbpedia.org/resource/Giulietto_Chiesa__1},['politician'],False,True,
Gloria Münchmeyer,1940-01-01T00:00:00+02:00,1940-01-01T00:00:00+02:00,,{Actor|Gloria_M%C3%BCnchmeyer__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Gloria_M%C3%BCnchmeyer__1},['actor'],True,False,
Gloria Paul,1940-02-28,1940-01-01T00:00:00+02:00,,{Actor|Gloria_Paul__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Gloria_Paul__1},['actor'],True,False,
Monica Evans,1940-01-01T00:00:00+02:00,1940-01-01T00:00:00+02:00,,{Actor|Monica_Evans__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Monica_Evans__1},['actor'],True,False,
Munawar Zarif,1940-12-25,1940-01-01T00:00:00+02:00,1976-04-29,{Actor|Comedian|Munawar_Zarif__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Comedian|http://dbpedia.org/resource/Munawar_Zarif__1},['actor'],True,False,
Murray MacLeod,1940-09-09,1940-01-01T00:00:00+02:00,,{Actor|Singing},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Singing},"['actor', 'sing']",True,False,
Nacha Guevara,1940-10-03,1940-01-01T00:00:00+02:00,,{Dance|Actor|Musician|Politician|Singing|Songwriter},{http://dbpedia.org/resource/Dance|http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Musician|http://dbpedia.org/resource/Politician|http://dbpedia.org/resource/Singing|http://dbpedia.org/resource/Songwriter},"['actor', 'politician', 'musician', 'sing', 'songwriter']",True,True,
Natalie Trundy,1940-08-05,1940-01-01T00:00:00+02:00,,{Actor|Natalie_Trundy__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Natalie_Trundy__1},['actor'],True,False,
Bernard Holley,1940-08-09,1940-01-01T00:00:00+02:00,,{Actor|Bernard_Holley__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Bernard_Holley__1},['actor'],True,False,
Beth Fowler,1940-11-01,1940-01-01T00:00:00+02:00,,{Actor|Singing|Beth_Fowler__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Singing|http://dbpedia.org/resource/Beth_Fowler__1},"['actor', 'sing']",True,False,
Beverly Adams,{1940-11-07|1945-11-07},{1940-01-01T00:00:00+02:00|1945-01-01T00:00:00+02:00},,{Author|Actor|Beverly_Adams__1},{http://dbpedia.org/resource/Author|http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Beverly_Adams__1},['actor'],True,False,
Beverly Sanders,1940-09-02,1940-01-01T00:00:00+02:00,,{Actor|Comedian|Voice acting|Beverly_Sanders__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Comedian|http://dbpedia.org/resource/Voice_acting|http://dbpedia.org/resource/Beverly_Sanders__1},['actor'],True,False,
Bill Hunter (actor),1940-02-27,1940-01-01T00:00:00+02:00,2011-05-21,Bill_Hunter_(actor)__1,http://dbpedia.org/resource/Bill_Hunter_(actor)__1,['actor'],True,False,
Billy Fury,1940-04-17,1940-01-01T00:00:00+02:00,1983-01-28,{Actor|Musician|Singer-songwriter},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Musician|http://dbpedia.org/resource/Singer-songwriter},"['actor', 'musician', 'sing', 'songwriter']",True,False,
Bob Loga,1940-01-01T00:00:00+02:00,1940-01-01T00:00:00+02:00,1996-04-27,Bob_Loga__1,http://dbpedia.org/resource/Bob_Loga__1,['president'],False,True,{President|Co-President}
Bram Peper,1940-02-13,1940-01-01T00:00:00+02:00,,{Politician|Professor|Sociology},{http://dbpedia.org/resource/Politician|http://dbpedia.org/resource/Professor|http://dbpedia.org/resource/Sociology},['politician'],False,True,
Brian Avery (actor),1940-07-13,1940-01-01T00:00:00+02:00,,{Actor|Brian_Avery_(actor)__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Brian_Avery_(actor)__1},['actor'],True,False,
Brigit Forsyth,1940-07-28,1940-01-01T00:00:00+02:00,,{Actor|Brigit_Forsyth__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Brigit_Forsyth__1},['actor'],True,False,
Vicente Fernández,1940-02-17,1940-01-01T00:00:00+02:00,,{Actor|Singing|Film producer},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Singing|http://dbpedia.org/resource/Film_producer},"['actor', 'sing']",True,False,
Victoria Muñoz Mendoza,{1940-01-01T00:00:00+02:00|1940-12-24},1940-01-01T00:00:00+02:00,,{Politician|Senate},{http://dbpedia.org/resource/Politician|http://dbpedia.org/resource/Senate},['politician'],False,True,
Vikram Gokhale,{1940-01-01T00:00:00+02:00|1940-10-30},1940-01-01T00:00:00+02:00,,{Actor|Vikram_Gokhale__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Vikram_Gokhale__1},['actor'],True,False,
Walter Renneisen,1940-03-03,1940-01-01T00:00:00+02:00,,{Actor|Walter_Renneisen__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Walter_Renneisen__1},['actor'],True,False,
Jeannie Seely,1940-07-06,1940-01-01T00:00:00+02:00,,{Actor|Singing|Songwriter},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Singing|http://dbpedia.org/resource/Songwriter},"['actor', 'sing', 'songwriter']",True,False,
Jerry Fowler,1940-04-26,1940-01-01T00:00:00+02:00,2009-01-26,{Politician|Businessperson|Sportsperson},{http://dbpedia.org/resource/Politician|http://dbpedia.org/resource/Businessperson|http://dbpedia.org/resource/Sportsperson},['politician'],False,True,
Jill St. John,1940-08-19,1940-01-01T00:00:00+02:00,,{Actor|Jill_St._John__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Jill_St._John__1},['actor'],True,False,
Jo Ann Pflug,1940-05-02,1940-01-01T00:00:00+02:00,,{Actor|Jo_Ann_Pflug__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Jo_Ann_Pflug__1},['actor'],True,False,
Althea Garrison,1940-10-07,1940-01-01T00:00:00+02:00,,Politician,http://dbpedia.org/resource/Politician,['politician'],False,True,
Levon Helm,1940-05-26,1940-01-01T00:00:00+02:00,2012-04-19,{Actor|Musician|Record producer|Songwriter},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Musician|http://dbpedia.org/resource/Record_producer|http://dbpedia.org/resource/Songwriter},"['actor', 'musician', 'songwriter']",True,False,
Libertina Amathila,1940-12-10,1940-01-01T00:00:00+02:00,,Politician,http://dbpedia.org/resource/Politician,['politician'],False,True,
Masahiko Tsugawa,1940-01-02,1940-01-01T00:00:00+02:00,,Actor,http://dbpedia.org/resource/Actor,['actor'],True,False,
Matija Barl,1940-02-17,1940-01-01T00:00:00+02:00,,{Actor|Translation},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Translation},['actor'],True,False,
Matthias Habich,1940-01-12,1940-01-01T00:00:00+02:00,,{Actor|Matthias_Habich__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Matthias_Habich__1},['actor'],True,False,
Nicolau Breyner,1940-07-30,1940-01-01T00:00:00+02:00,,{Celebrity|Actor|Nicolau_Breyner__1},{http://dbpedia.org/resource/Celebrity|http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Nicolau_Breyner__1},['actor'],True,False,
Hugo Stiglitz,1940-08-28,1940-01-01T00:00:00+02:00,,{Actor|Hugo_Stiglitz__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Hugo_Stiglitz__1},['actor'],True,False,
Ike Lozada,1940-08-13,1940-01-01T00:00:00+02:00,1995-03-08,{Actor|Ike_Lozada__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Ike_Lozada__1},['actor'],True,False,
Choi Bool-am,1940-06-15,1940-01-01T00:00:00+02:00,,{Actor|Choi_Bool-am__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Choi_Bool-am__1},['actor'],True,False,
Christine Wodetzky,1940-01-05,1940-01-01T00:00:00+02:00,2004-12-06,{Actor|Christine_Wodetzky__1|Christine_Wodetzky__2},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Christine_Wodetzky__1|http://dbpedia.org/resource/Christine_Wodetzky__2},['actor'],True,False,
Christopher Bernau,1940-06-02,1940-01-01T00:00:00+02:00,1989-06-14,{Actor|Christopher_Bernau__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Christopher_Bernau__1},['actor'],True,False,
Chuck Riley (voice actor),{1940-07-20|1940-07-21},1940-01-01T00:00:00+02:00,2007-05-10,{Voice acting|Chuck_Riley_(voice_actor)__1},{http://dbpedia.org/resource/Voice_acting|http://dbpedia.org/resource/Chuck_Riley_(voice_actor)__1},['actor'],True,False,
Chunchuna Villafañe,1940-04-09,1940-01-01T00:00:00+02:00,,{Architect|Actor|Model (profession)|Chunchuna_Villafa%C3%B1e__1},{http://dbpedia.org/resource/Architect|http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Model_(profession)|http://dbpedia.org/resource/Chunchuna_Villafa%C3%B1e__1},['actor'],True,False,
Sean Barrett (actor),1940-05-04,1940-01-01T00:00:00+02:00,,{Voice acting|Sean_Barrett_(actor)__1},{http://dbpedia.org/resource/Voice_acting|http://dbpedia.org/resource/Sean_Barrett_(actor)__1},['actor'],True,False,
A. C. Muthiah,1940-01-01T00:00:00+02:00,1940-01-01T00:00:00+02:00,,A._C._Muthiah__1,http://dbpedia.org/resource/A._C._Muthiah__1,['president'],False,True,President of Board of Control for Cricket in India
Aivars Endziņš,1940-12-08,1940-01-01T00:00:00+02:00,,{Lawyer|Politician|Aivars_Endzi%C5%86%C5%A1__1},{http://dbpedia.org/resource/Lawyer|http://dbpedia.org/resource/Politician|http://dbpedia.org/resource/Aivars_Endzi%C5%86%C5%A1__1},['politician'],False,True,
Caroline John,1940-09-19,1940-01-01T00:00:00+02:00,2012-06-05,{Actor|Caroline_John__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Caroline_John__1},['actor'],True,False,
Chan Shen,1940-03-11,1940-01-01T00:00:00+02:00,1984-04-26,Actor,http://dbpedia.org/resource/Actor,['actor'],True,False,
Wayne McLaren,1940-09-12,1940-01-01T00:00:00+02:00,1992-07-22,{Stunt performer|Actor|Model (profession)|Wayne_McLaren__1},{http://dbpedia.org/resource/Stunt_performer|http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Model_(profession)|http://dbpedia.org/resource/Wayne_McLaren__1},['actor'],True,False,
William Finley (actor),1940-09-20,1940-01-01T00:00:00+02:00,2012-04-14,William_Finley_(actor)__1,http://dbpedia.org/resource/William_Finley_(actor)__1,['actor'],True,False,
Consuelo Araújo,1940-08-01,1940-01-01T00:00:00+02:00,{2001-09-29|2001-09-30},{Journalist|Politician},{http://dbpedia.org/resource/Journalist|http://dbpedia.org/resource/Politician},['politician'],False,True,
Cynthia Pepper,1940-09-04,1940-01-01T00:00:00+02:00,,{Actor|Cynthia_Pepper__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Cynthia_Pepper__1},['actor'],True,False,
Dakin Matthews,1940-11-07,1940-01-01T00:00:00+02:00,,{Actor|Dakin_Matthews__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Dakin_Matthews__1},['actor'],True,False,
John Schuck,1940-02-04,1940-01-01T00:00:00+02:00,,{Actor|John_Schuck__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/John_Schuck__1},['actor'],True,False,
Johnny Nash,1940-08-19,1940-01-01T00:00:00+02:00,,{Actor|Singer-songwriter|Composer},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Singer-songwriter|http://dbpedia.org/resource/Composer},"['actor', 'sing', 'songwriter']",True,False,
Kei Yoshimizu,1940-10-04,1940-01-01T00:00:00+02:00,1940-10-04,{Actor|Voice acting|Kei_Yoshimizu__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Voice_acting|http://dbpedia.org/resource/Kei_Yoshimizu__1},['actor'],True,False,
Kim Ji-mee,1940-07-15,1940-01-01T00:00:00+02:00,,{Actor|Kim_Ji-mee__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Kim_Ji-mee__1},['actor'],True,False,
Kinryū Arimoto,{1940-01-01T00:00:00+02:00|1940-02-11},1940-01-01T00:00:00+02:00,,{Actor|Voice acting|Kinry%C5%AB_Arimoto__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Voice_acting|http://dbpedia.org/resource/Kinry%C5%AB_Arimoto__1},['actor'],True,False,
Jacques Tourangeau,1941-01-01T00:00:00+02:00,1941-01-01T00:00:00+02:00,,{Actor|Jacques_Tourangeau__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Jacques_Tourangeau__1},['actor'],True,False,
Jacques Zabor,1941-06-28,1941-01-01T00:00:00+02:00,2007-11-22,{Actor|Comedian|Jacques_Zabor__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Comedian|http://dbpedia.org/resource/Jacques_Zabor__1},['actor'],True,False,
Ellen Geer,1941-08-29,1941-01-01T00:00:00+02:00,,{Actor|Screenwriter|Professor|Ellen_Geer__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Screenwriter|http://dbpedia.org/resource/Professor|http://dbpedia.org/resource/Ellen_Geer__1},['actor'],True,False,
Emil Hossu,1941-11-24,1941-01-01T00:00:00+02:00,2012-01-25,{Actor|Emil_Hossu__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Emil_Hossu__1},['actor'],True,False,
Emma Nicholson Baroness Nicholson of Winterbourne,1941-10-16,1941-01-01T00:00:00+02:00,,Politician,http://dbpedia.org/resource/Politician,['politician'],False,True,
Eric Braeden,1941-04-03,1941-01-01T00:00:00+02:00,,{Actor|Eric_Braeden__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Eric_Braeden__1},['actor'],True,False,
Eric Ober,1941-06-11,1941-01-01T00:00:00+02:00,,{President|Chairman|Eric_Ober__1|Eric_Ober__2|Eric_Ober__3},{http://dbpedia.org/resource/President|http://dbpedia.org/resource/Chairman|http://dbpedia.org/resource/Eric_Ober__1|http://dbpedia.org/resource/Eric_Ober__2|http://dbpedia.org/resource/Eric_Ober__3},['president'],False,True,
Thomas Hellberg,1941-09-29,1941-01-01T00:00:00+02:00,,{Actor|Thomas_Hellberg__1|Thomas_Hellberg__2},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Thomas_Hellberg__1|http://dbpedia.org/resource/Thomas_Hellberg__2},['actor'],True,False,
Thomas Jefferson (Caymanian politician),1941-04-13,1941-01-01T00:00:00+02:00,2006-10-29,Politician,http://dbpedia.org/resource/Politician,['politician'],False,True,
Tom Conti,1941-11-22,1941-01-01T00:00:00+02:00,,{Actor|Novelist|Theatre director|Tom_Conti__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Novelist|http://dbpedia.org/resource/Theatre_director|http://dbpedia.org/resource/Tom_Conti__1},['actor'],True,False,
Lu Hsiu-yi,1941-01-01,1941-01-01T00:00:00+02:00,1998-08-16,Politician,http://dbpedia.org/resource/Politician,['politician'],False,True,
Luis Alberto Lacalle,1941-07-13,1941-01-01T00:00:00+02:00,,{Lawyer|Politician},{http://dbpedia.org/resource/Lawyer|http://dbpedia.org/resource/Politician},['politician'],False,True,
Lyman Ward (actor),1941-06-21,1941-01-01T00:00:00+02:00,,{Actor|Lyman_Ward_(actor)__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Lyman_Ward_(actor)__1},['actor'],True,False,
M. S. Thripunithura,1941-10-10,1941-01-01T00:00:00+02:00,2006-03-08,{Actor|Teacher|M._S._Thripunithura__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Teacher|http://dbpedia.org/resource/M._S._Thripunithura__1},['actor'],True,False,
Madam Auring,1941-01-01T00:00:00+02:00,1941-01-01T00:00:00+02:00,,{Astrology|Actor|Madam_Auring__1},{http://dbpedia.org/resource/Astrology|http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Madam_Auring__1},['actor'],True,False,
Madampu Kunjukuttan,1941-06-23,1941-01-01T00:00:00+02:00,,{Priest|Short story|Actor|Novelist|Screenwriter|Teacher},{http://dbpedia.org/resource/Priest|http://dbpedia.org/resource/Short_story|http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Novelist|http://dbpedia.org/resource/Screenwriter|http://dbpedia.org/resource/Teacher},['actor'],True,False,
Magnus Härenstam,1941-06-19,1941-01-01T00:00:00+02:00,,{Actor|Presenter|Magnus_H%C3%A4renstam__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Presenter|http://dbpedia.org/resource/Magnus_H%C3%A4renstam__1},['actor'],True,False,
Malcolm Terris,1941-01-11,1941-01-01T00:00:00+02:00,,{Actor|Malcolm_Terris__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Malcolm_Terris__1},['actor'],True,False,
Gorden Kaye,1941-04-07,1941-01-01T00:00:00+02:00,,{Actor|Gorden_Kaye__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Gorden_Kaye__1},['actor'],True,False,
Gordon Gebert,1941-10-17,1941-01-01T00:00:00+02:00,,{Child actor|Professor|Gordon_Gebert__1},{http://dbpedia.org/resource/Child_actor|http://dbpedia.org/resource/Professor|http://dbpedia.org/resource/Gordon_Gebert__1},['actor'],True,False,
Grace Zabriskie,1941-05-17,1941-01-01T00:00:00+02:00,,{Actor|Grace_Zabriskie__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Grace_Zabriskie__1},['actor'],True,False,
Graciela Borges,1941-06-10,1941-01-01T00:00:00+02:00,,{Actor|Graciela_Borges__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Graciela_Borges__1},['actor'],True,False,
Gregory Sierra,1941-01-25,1941-01-01T00:00:00+02:00,,{Actor|Gregory_Sierra__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Gregory_Sierra__1},['actor'],True,False,
Hadj Abderrahmane,1941-01-01T00:00:00+02:00,1941-01-01T00:00:00+02:00,1981-10-05,{Actor|Hadj_Abderrahmane__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Hadj_Abderrahmane__1},['actor'],True,False,
Hamidullah Amin,1941-01-01T00:00:00+02:00,1941-01-01T00:00:00+02:00,,{Academic administration|Hamidullah_Amin__1},{http://dbpedia.org/resource/Academic_administration|http://dbpedia.org/resource/Hamidullah_Amin__1},['president'],False,True,President of Kabul University
Hannah Gordon,1941-04-09,1941-01-01T00:00:00+02:00,,{Actor|Hannah_Gordon__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Hannah_Gordon__1},['actor'],True,False,
