rdf-schema#label,birthDate,birthYear,occupation_label,occupation,Occupation_g,Actor,Politician,Athlete,deathDate,deathCause_label,deathCause,Cause_of_Death_cat,title
Aylín Mújica,1974-11-24,1974-01-01T00:00:00+02:00,{Dance|Actor|Model (profession)|Ayl%C3%ADn_M%C3%BAjica__1},{http://dbpedia.org/resource/Dance|http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Model_(profession)|http://dbpedia.org/resource/Ayl%C3%ADn_M%C3%BAjica__1},['actor'],True,False,False,,,,,
Barbora Bobuľová,1974-04-29,1974-01-01T00:00:00+02:00,{Actor|Barbora_Bobu%C4%BEov%C3%A1__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Barbora_Bobu%C4%BEov%C3%A1__1},['actor'],True,False,False,,,,,
Barry Watson (actor),1974-04-23,1974-01-01T00:00:00+02:00,{Actor|Barry_Watson_(actor)__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Barry_Watson_(actor)__1},['actor'],True,False,False,,,,,
Beatriz Batarda,1974-04-01,1974-01-01T00:00:00+02:00,{Actor|Beatriz_Batarda__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Beatriz_Batarda__1},['actor'],True,False,False,,,,,
Angie Cepeda,1974-08-02,1974-01-01T00:00:00+02:00,{Actor|Angie_Cepeda__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Angie_Cepeda__1},['actor'],True,False,False,,,,,
Anisur Rahman Milon,1974-06-03,1974-01-01T00:00:00+02:00,{Actor|Anisur_Rahman_Milon__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Anisur_Rahman_Milon__1},['actor'],True,False,False,,,,,
Anna Troberg,1974-04-09,1974-01-01T00:00:00+02:00,{Author|Politician|Anna_Troberg__1},{http://dbpedia.org/resource/Author|http://dbpedia.org/resource/Politician|http://dbpedia.org/resource/Anna_Troberg__1},['politician'],False,True,False,,,,,
Annette Frier,1974-01-22,1974-01-01T00:00:00+02:00,{Actor|Comedy|Annette_Frier__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Comedy|http://dbpedia.org/resource/Annette_Frier__1},['actor'],True,False,False,,,,,
Antonella Ríos,1974-07-31,1974-01-01T00:00:00+02:00,{Actor|Antonella_R%C3%ADos__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Antonella_R%C3%ADos__1},['actor'],True,False,False,,,,,
Arianne Zucker,1974-06-03,1974-01-01T00:00:00+02:00,{Actor|Arianne_Zucker__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Arianne_Zucker__1},['actor'],True,False,False,,,,,
Arpita Pal,1974-01-01T00:00:00+02:00,1974-01-01T00:00:00+02:00,{Actor|Arpita_Pal__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Arpita_Pal__1},['actor'],True,False,False,,,,,
Artūrs Skrastiņš,1974-09-18,1974-01-01T00:00:00+02:00,{Actor|Art%C5%ABrs_Skrasti%C5%86%C5%A1__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Art%C5%ABrs_Skrasti%C5%86%C5%A1__1},['actor'],True,False,False,,,,,
Olga Rodionova,{1974-06-25|1975-01-01T00:00:00+02:00},{1974-01-01T00:00:00+02:00|1975-01-01T00:00:00+02:00},{Actor|Model (profession)|Olga_Rodionova__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Model_(profession)|http://dbpedia.org/resource/Olga_Rodionova__1},['actor'],True,False,False,,,,,
Olivia Colman,1974-01-30,1974-01-01T00:00:00+02:00,{Actor|Olivia_Colman__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Olivia_Colman__1},['actor'],True,False,False,,,,,
Owen McDonnell,1974-01-01T00:00:00+02:00,{1974-01-01T00:00:00+02:00|1975-01-01T00:00:00+02:00},{Actor|Owen_McDonnell__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Owen_McDonnell__1},['actor'],True,False,False,,,,,
Oz Perkins,1974-02-02,1974-01-01T00:00:00+02:00,{Actor|Oz_Perkins__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Oz_Perkins__1},['actor'],True,False,False,,,,,
Paco León,1974-10-04,1974-01-01T00:00:00+02:00,{Actor|Paco_Le%C3%B3n__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Paco_Le%C3%B3n__1},['actor'],True,False,False,,,,,
Paolo Bediones,1974-03-17,1974-01-01T00:00:00+02:00,{Actor|Journalist|News presenter|Presenter|Radio personality|Entrepreneurship|Paolo_Bediones__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Journalist|http://dbpedia.org/resource/News_presenter|http://dbpedia.org/resource/Presenter|http://dbpedia.org/resource/Radio_personality|http://dbpedia.org/resource/Entrepreneurship|http://dbpedia.org/resource/Paolo_Bediones__1},['actor'],True,False,False,,,,,
Parvin Dabas,1974-07-12,1974-01-01T00:00:00+02:00,{Actor|Film director|Model (profession)|Parvin_Dabas__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Film_director|http://dbpedia.org/resource/Model_(profession)|http://dbpedia.org/resource/Parvin_Dabas__1},['actor'],True,False,False,,,,,
RJ Rosales,1974-03-24,1974-01-01T00:00:00+02:00,{Musical theatre|Actor|Singing},{http://dbpedia.org/resource/Musical_theatre|http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Singing},"['actor', 'sing']",True,False,False,2011-12-04,,,,
Rachel Alejandro,1974-02-18,,{Actor|Musician|Entrepreneurship|Composer|Stage_Actress},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Musician|http://dbpedia.org/resource/Entrepreneurship|http://dbpedia.org/resource/Composer|http://dbpedia.org/resource/Stage_Actress},"['actor', 'musician']",True,False,False,,,,,
Rae Baker,1974-01-01T00:00:00+02:00,1974-01-01T00:00:00+02:00,{Actor|Rae_Baker__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Rae_Baker__1},['actor'],True,False,False,,,,,
Rah Digga,1974-12-18,1974-01-01T00:00:00+02:00,{Rapping|Actor},{http://dbpedia.org/resource/Rapping|http://dbpedia.org/resource/Actor},['actor'],True,False,False,,,,,
Rakshanda Khan,1974-09-27,1974-01-01T00:00:00+02:00,{Anchor|Actor|Rakshanda_Khan__1},{http://dbpedia.org/resource/Anchor|http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Rakshanda_Khan__1},['actor'],True,False,False,,,,,
Ram Krishna Dhakal,1974-07-23,1974-01-01T00:00:00+02:00,{Actor|Singing},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Singing},"['actor', 'sing']",True,False,False,,,,,
Randall Park,1974-03-23,1974-01-01T00:00:00+02:00,{Actor|Comedian|Randall_Park__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Comedian|http://dbpedia.org/resource/Randall_Park__1},['actor'],True,False,False,,,,,
Ray Galletti,1974-07-21,1974-01-01T00:00:00+02:00,{Actor|Ray_Galletti__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Ray_Galletti__1},['actor'],True,False,False,,,,,
Reggie Lee (actor),1974-01-01T00:00:00+02:00,1974-01-01T00:00:00+02:00,{Actor|Reggie_Lee_(actor)__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Reggie_Lee_(actor)__1},['actor'],True,False,False,,,,,
Remy Auberjonois,1974-01-21,1974-01-01T00:00:00+02:00,{Actor|Remy_Auberjonois__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Remy_Auberjonois__1},['actor'],True,False,False,,,,,
Renārs Kaupers,1974-09-01,1974-01-01T00:00:00+02:00,{Actor|Singing|Songwriter},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Singing|http://dbpedia.org/resource/Songwriter},"['actor', 'sing', 'songwriter']",True,False,False,,,,,
Renae Geerlings,1974-11-04,1974-01-01T00:00:00+02:00,{Comic book|Actor|Singing|Film producer|Renae_Geerlings__1},{http://dbpedia.org/resource/Comic_book|http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Singing|http://dbpedia.org/resource/Film_producer|http://dbpedia.org/resource/Renae_Geerlings__1},"['actor', 'sing']",True,False,False,,,,,
Renee Sands,1974-02-15,1974-01-01T00:00:00+02:00,{Actor|Singer-songwriter},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Singer-songwriter},"['actor', 'sing', 'songwriter']",True,False,False,,,,,
Richard Baker (Scottish politician),1974-05-29,1974-01-01T00:00:00+02:00,,,['politician'],False,True,False,,,,,
Prashant Prabhakar,1974-10-13,1974-01-01T00:00:00+02:00,{Actor|Prashant_Prabhakar__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Prashant_Prabhakar__1},['actor'],True,False,False,,,,,
Pratibha Sinha,1974-01-01T00:00:00+02:00,{1969-01-01T00:00:00+02:00|1974-01-01T00:00:00+02:00},{Actor|Pratibha_Sinha__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Pratibha_Sinha__1},['actor'],True,False,False,,,,,
Quan Yi Fong,1974-01-03,1974-01-01T00:00:00+02:00,Actor,http://dbpedia.org/resource/Actor,['actor'],True,False,False,,,,,
Alex MacQueen,1974-01-01T00:00:00+02:00,1974-01-01T00:00:00+02:00,{Actor|Stand-up comedy|Alex_MacQueen__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Stand-up_comedy|http://dbpedia.org/resource/Alex_MacQueen__1},['actor'],True,False,False,,,,,
Richard Gosling,{1974-01-01T00:00:00+02:00|1974-05-03},1974-01-01T00:00:00+02:00,{Strongman (strength athlete)|Richard_Gosling__1},{http://dbpedia.org/resource/Strongman_(strength_athlete)|http://dbpedia.org/resource/Richard_Gosling__1},['athlete'],False,False,True,,,,,
Richard Stannard (triathlete),1974-01-01T00:00:00+02:00,1974-01-01T00:00:00+02:00,,,['athlete'],False,False,True,,,,,
Rizwan Manji,1974-10-17,1974-01-01T00:00:00+02:00,{Actor|Rizwan_Manji__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Rizwan_Manji__1},['actor'],True,False,False,,,,,
Rob Miller (South Carolina politician),1974-08-28,1974-01-01T00:00:00+02:00,United States Marine Corps,http://dbpedia.org/resource/United_States_Marine_Corps,['politician'],False,True,False,,,,,
Rob Moore (politician),1974-05-14,1974-01-01T00:00:00+02:00,,,['politician'],False,True,False,,,,,
Rob Walker (New York politician),1974-01-01T00:00:00+02:00,1974-01-01T00:00:00+02:00,,,['politician'],False,True,False,,,,,
Robert A. Masciantonio,1974-05-31,1974-01-01T00:00:00+02:00,{Actor|Screenwriter|Robert_A._Masciantonio__1|Robert_A._Masciantonio__2|Robert_A._Masciantonio__3|Robert_A._Masciantonio__4},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Screenwriter|http://dbpedia.org/resource/Robert_A._Masciantonio__1|http://dbpedia.org/resource/Robert_A._Masciantonio__2|http://dbpedia.org/resource/Robert_A._Masciantonio__3|http://dbpedia.org/resource/Robert_A._Masciantonio__4},['actor'],True,False,False,,,,,
Robin Brûlé,1974-01-01T00:00:00+02:00,1974-01-01T00:00:00+02:00,{Actor|Robin_Br%C3%BBl%C3%A9__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Robin_Br%C3%BBl%C3%A9__1},['actor'],True,False,False,,,,,
Suchitra Krishnamoorthi,1974-03-09,1974-01-01T00:00:00+02:00,{Actor|Writer|Singing|Painting|Suchitra_Krishnamoorthi__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Writer|http://dbpedia.org/resource/Singing|http://dbpedia.org/resource/Painting|http://dbpedia.org/resource/Suchitra_Krishnamoorthi__1},"['actor', 'sing']",True,False,False,,,,,
Sudhanshu Pandey,1974-08-22,1974-01-01T00:00:00+02:00,{Actor|Sudhanshu_Pandey__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Sudhanshu_Pandey__1},['actor'],True,False,False,,,,,
Sunil (actor),1974-02-28,1974-01-01T00:00:00+02:00,{Actor|Voice acting|Sunil_(actor)__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Voice_acting|http://dbpedia.org/resource/Sunil_(actor)__1},['actor'],True,False,False,,,,,
Sunita Marshall,{1974-05-01|1982-07-02},{1974-01-01T00:00:00+02:00|1982-01-01T00:00:00+02:00},{Actor|Model (profession)|Sunita_Marshall__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Model_(profession)|http://dbpedia.org/resource/Sunita_Marshall__1},['actor'],True,False,False,,,,,
Svetlana Metkina,1974-01-07,1974-01-01T00:00:00+02:00,{Actor|Svetlana_Metkina__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Svetlana_Metkina__1},['actor'],True,False,False,,,,,
Taichi Kokubun,1974-09-02,1974-01-01T00:00:00+02:00,{Actor|Keyboardist},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Keyboardist},['actor'],True,False,False,,,,,
Takanori Ōyama,{1974-01-01T00:00:00+02:00|1974-03-08},1974-01-01T00:00:00+02:00,{Actor|Voice acting in Japan|Takanori_%C5%8Cyama__1|Takanori_%C5%8Cyama__2},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Voice_acting_in_Japan|http://dbpedia.org/resource/Takanori_%C5%8Cyama__1|http://dbpedia.org/resource/Takanori_%C5%8Cyama__2},['actor'],True,False,False,,,,,
Tami Erin,1974-07-08,1974-01-01T00:00:00+02:00,{Actor|Tami_Erin__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Tami_Erin__1},['actor'],True,False,False,,,,,
Tammy Lynn Michaels,1974-11-26,1974-01-01T00:00:00+02:00,{Actor|Tammy_Lynn_Michaels__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Tammy_Lynn_Michaels__1},['actor'],True,False,False,,,,,
Taral Hicks,1974-09-21,1974-01-01T00:00:00+02:00,{Actor|Taral_Hicks__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Taral_Hicks__1},['actor'],True,False,False,,,,,
Teresa Ruiz (politician),1974-06-28,1974-01-01T00:00:00+02:00,,,['politician'],False,True,False,,,,,
Terri Seymour,1974-01-01T00:00:00+02:00,{1973-01-01T00:00:00+02:00|1974-01-01T00:00:00+02:00},{Actor|Television presenter|Terri_Seymour__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Television_presenter|http://dbpedia.org/resource/Terri_Seymour__1},['actor'],True,False,False,,,,,
Daniel Southworth,1974-09-02,1974-01-01T00:00:00+02:00,{Actor|Daniel_Southworth__2|Daniel_Southworth__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Daniel_Southworth__2|http://dbpedia.org/resource/Daniel_Southworth__1},['actor'],True,False,False,,,,,
Danny Pino,1974-04-15,1974-01-01T00:00:00+02:00,{Actor|Danny_Pino__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Danny_Pino__1},['actor'],True,False,False,,,,,
Danny Strong,1974-06-06,1974-01-01T00:00:00+02:00,{Actor|Screenwriter|Danny_Strong__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Screenwriter|http://dbpedia.org/resource/Danny_Strong__1},['actor'],True,False,False,,,,,
Darien Sills-Evans,1974-10-11,1974-01-01T00:00:00+02:00,{Actor|Film director|Writer|Darien_Sills-Evans__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Film_director|http://dbpedia.org/resource/Writer|http://dbpedia.org/resource/Darien_Sills-Evans__1},['actor'],True,False,False,,,,,
David Coleman (Australian politician),1974-03-05,,Politician,http://dbpedia.org/resource/Politician,['politician'],False,True,False,,,,,
David Faustino,1974-03-03,1974-01-01T00:00:00+02:00,{Actor|David_Faustino__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/David_Faustino__1},['actor'],True,False,False,,,,,
David Hellenius,1974-02-28,1974-01-01T00:00:00+02:00,{Actor|Comedian|Presenter|David_Hellenius__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Comedian|http://dbpedia.org/resource/Presenter|http://dbpedia.org/resource/David_Hellenius__1},['actor'],True,False,False,,,,,
David Matthews (athlete),1974-04-09,1974-01-01T00:00:00+02:00,,,['athlete'],False,False,True,,,,,
David N. Donihue,1974-04-25,1974-01-01T00:00:00+02:00,{Actor|Film director|Playwright|Screenwriter|Composer|Film producer|David_N._Donihue__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Film_director|http://dbpedia.org/resource/Playwright|http://dbpedia.org/resource/Screenwriter|http://dbpedia.org/resource/Composer|http://dbpedia.org/resource/Film_producer|http://dbpedia.org/resource/David_N._Donihue__1},['actor'],True,False,False,,,,,
Dean Slater,{1974-01-01T00:00:00+02:00|1974-07-20},1974-01-01T00:00:00+02:00,{Strongman (strength athlete)|Dean_Slater__1},{http://dbpedia.org/resource/Strongman_(strength_athlete)|http://dbpedia.org/resource/Dean_Slater__1},['athlete'],False,False,True,,,,,
Deborah Cox,1974-07-13,1974-01-01T00:00:00+02:00,{Actor|Singer-songwriter},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Singer-songwriter},"['actor', 'sing', 'songwriter']",True,False,False,,,,,
Deepak Perwani,1974-01-01T00:00:00+02:00,{1973-01-01T00:00:00+02:00|1974-01-01T00:00:00+02:00},{Actor|Model (profession)|Fashion design|Deepak_Perwani__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Model_(profession)|http://dbpedia.org/resource/Fashion_design|http://dbpedia.org/resource/Deepak_Perwani__1},['actor'],True,False,False,,,,,
Giovanna Mezzogiorno,1974-11-09,1974-01-01T00:00:00+02:00,{Actor|Giovanna_Mezzogiorno__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Giovanna_Mezzogiorno__1},['actor'],True,False,False,,,,,
Mondher Rayahneh,1974-04-08,1974-01-01T00:00:00+02:00,{Actor|Mondher_Rayahneh__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Mondher_Rayahneh__1},['actor'],True,False,False,,,,,
Monika Hilmerová,1974-10-07,1974-01-01T00:00:00+02:00,{Actor|Monika_Hilmerov%C3%A1__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Monika_Hilmerov%C3%A1__1},['actor'],True,False,False,,,,,
Monique Dupree,1974-12-10,1974-01-01T00:00:00+02:00,{Actor|Record producer|Singing|Monique_Dupree__1|Monique_Dupree__2|Monique_Dupree__3},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Record_producer|http://dbpedia.org/resource/Singing|http://dbpedia.org/resource/Monique_Dupree__1|http://dbpedia.org/resource/Monique_Dupree__2|http://dbpedia.org/resource/Monique_Dupree__3},"['actor', 'sing']",True,False,False,,,,,
Moon So-ri,1974-07-02,1974-01-01T00:00:00+02:00,{Actor|Moon_So-ri__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Moon_So-ri__1},['actor'],True,False,False,,,,,
Mr Lordi,1974-02-15,1974-01-01T00:00:00+02:00,{Graphic design|Actor|Musician|Comics artist|Songwriter|Make-up artist|Painting},{http://dbpedia.org/resource/Graphic_design|http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Musician|http://dbpedia.org/resource/Comics_artist|http://dbpedia.org/resource/Songwriter|http://dbpedia.org/resource/Make-up_artist|http://dbpedia.org/resource/Painting},"['actor', 'musician', 'songwriter']",True,False,False,,,,,
Mylene Dizon,1974-09-06,1974-01-01T00:00:00+02:00,{Actor|Mylene_Dizon__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Mylene_Dizon__1},['actor'],True,False,False,,,,,
Nívea Stelmann,1974-04-06,1974-01-01T00:00:00+02:00,{Actor|N%C3%ADvea_Stelmann__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/N%C3%ADvea_Stelmann__1},['actor'],True,False,False,,,,,
Natalie Gumede,{1974-03-20|1984-03-21},{1974-01-01T00:00:00+02:00|1984-01-01T00:00:00+02:00},{Fashion|Actor|Natalie_Gumede__1|Natalie_Gumede__2},{http://dbpedia.org/resource/Fashion|http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Natalie_Gumede__1|http://dbpedia.org/resource/Natalie_Gumede__2},['actor'],True,False,False,,,,,
Natassia Malthe,1974-01-19,1974-01-01T00:00:00+02:00,{Actor|Model (profession)|Natassia_Malthe__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Model_(profession)|http://dbpedia.org/resource/Natassia_Malthe__1},['actor'],True,False,False,,,,,
Belinda Panelo,1974-06-22,1974-01-01T00:00:00+02:00,{Actor|Spokesperson},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Spokesperson},['actor'],True,False,False,,,,,
Benjamin P. Ablao Jr.,1974-07-27,1974-01-01T00:00:00+02:00,{Actor|Film producer|Benjamin_P._Ablao_Jr.__1},"{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Film_producer|http://dbpedia.org/resource/Benjamin_P._Ablao,_Jr.__1}",['actor'],True,False,False,,,,,
Benoît Magimel,1974-05-11,1974-01-01T00:00:00+02:00,{Actor|Beno%C3%AEt_Magimel__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Beno%C3%AEt_Magimel__1},['actor'],True,False,False,,,,,
Bianca Rinaldi,1974-10-15,1974-01-01T00:00:00+02:00,{Actor|Bianca_Rinaldi__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Bianca_Rinaldi__1},['actor'],True,False,False,,,,,
Bill Duff,1974-02-24,1974-01-01T00:00:00+02:00,{Actor|Bill_Duff__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Bill_Duff__1},['actor'],True,False,False,,,,,Host
Bill Duggan,1974-12-18,1974-01-01T00:00:00+02:00,{Actor|Bill_Duggan__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Bill_Duggan__1},['actor'],True,False,False,,,,,
Blanca Lewin,1974-08-07,1974-01-01T00:00:00+02:00,{Actor|Blanca_Lewin__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Blanca_Lewin__1},['actor'],True,False,False,,,,,
Bonnie Somerville,1974-02-24,1974-01-01T00:00:00+02:00,{Actor|Singing|Bonnie_Somerville__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Singing|http://dbpedia.org/resource/Bonnie_Somerville__1},"['actor', 'sing']",True,False,False,,,,,
Brandon Keener,1974-10-01,1974-01-01T00:00:00+02:00,{Actor|Brandon_Keener__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Brandon_Keener__1},['actor'],True,False,False,,,,,
Brian Lewis (athlete),1974-12-05,1974-01-01T00:00:00+02:00,,,['athlete'],False,False,True,,,,,
Brian Schoonveld,1974-03-08,1974-01-01T00:00:00+02:00,{Strongman (strength athlete)|Brian_Schoonveld__1},{http://dbpedia.org/resource/Strongman_(strength_athlete)|http://dbpedia.org/resource/Brian_Schoonveld__1},['athlete'],False,False,True,,,,,
Buddhika Pathirana,1974-03-17,1974-01-01T00:00:00+02:00,Politician,http://dbpedia.org/resource/Politician,['politician'],False,True,False,,,,,
Bumper Robinson,1974-06-19,1974-01-01T00:00:00+02:00,{Actor|Bumper_Robinson__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Bumper_Robinson__1},['actor'],True,False,False,,,,,
Burn Gorman,1974-09-01,1974-01-01T00:00:00+02:00,{Actor|Musician|Burn_Gorman__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Musician|http://dbpedia.org/resource/Burn_Gorman__1},"['actor', 'musician']",True,False,False,,,,,
Vanessa Radman,1974-01-01T00:00:00+02:00,1974-01-01T00:00:00+02:00,{Actor|Vanessa_Radman__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Vanessa_Radman__1},['actor'],True,False,False,,,,,
Vasyl Virastyuk,1974-04-22,1974-01-01T00:00:00+02:00,{Strongman (strength athlete)|Vasyl_Virastyuk__1},{http://dbpedia.org/resource/Strongman_(strength_athlete)|http://dbpedia.org/resource/Vasyl_Virastyuk__1},['athlete'],False,False,True,,,,,
Veronica (singer),{1974-01-01T00:00:00+02:00|1974-07-24},1974-01-01T00:00:00+02:00,{Actor|Singing},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Singing},"['actor', 'sing']",True,False,False,,,,,
Vhong Navarro,1974-01-04,1974-01-01T00:00:00+02:00,{Dance|Actor|Singing|Television presenter|Vhong_Navarro__1},{http://dbpedia.org/resource/Dance|http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Singing|http://dbpedia.org/resource/Television_presenter|http://dbpedia.org/resource/Vhong_Navarro__1},"['actor', 'sing']",True,False,False,,,,,
Victor Houston (athlete),1974-02-24,1974-01-01T00:00:00+02:00,,,['athlete'],False,False,True,,,,,
Vijay (actor),1974-06-22,1974-01-01T00:00:00+02:00,{Playback singer|Vijay_(actor)__1},{http://dbpedia.org/resource/Playback_singer|http://dbpedia.org/resource/Vijay_(actor)__1},"['actor', 'sing']",True,False,False,,,,,
Vincent Laresca,1974-01-21,1974-01-01T00:00:00+02:00,{Actor|Vincent_Laresca__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Vincent_Laresca__1},['actor'],True,False,False,,,,,
Vishal Singh (TV actor),1974-01-16,1974-01-01T00:00:00+02:00,{Actor|Model (profession)|Vishal_Singh_(TV_actor)__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Model_(profession)|http://dbpedia.org/resource/Vishal_Singh_(TV_actor)__1},"['actor', 'sing']",True,False,False,,,,,
Jeanna Friske,1974-07-08,1974-01-01T00:00:00+02:00,{Actor|Jeanna_Friske__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Jeanna_Friske__1},['actor'],True,False,False,,,,,
Jeff Cohen (actor),1974-06-25,1974-01-01T00:00:00+02:00,Jeff_Cohen_(actor)__1,http://dbpedia.org/resource/Jeff_Cohen_(actor)__1,['actor'],True,False,False,,,,,
Jenna Leigh Green,1974-08-22,1974-01-01T00:00:00+02:00,{Actor|Singing|Jenna_Leigh_Green__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Singing|http://dbpedia.org/resource/Jenna_Leigh_Green__1},"['actor', 'sing']",True,False,False,,,,,
Jennifer Blanc,1974-04-21,1974-01-01T00:00:00+02:00,{Actor|Jennifer_Blanc__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Jennifer_Blanc__1},['actor'],True,False,False,,,,,
Jennifer Sevilla,1974-05-14,1974-01-01T00:00:00+02:00,{Actor|Model (profession)|Businessperson|Entrepreneurship|Jennifer_Sevilla__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Model_(profession)|http://dbpedia.org/resource/Businessperson|http://dbpedia.org/resource/Entrepreneurship|http://dbpedia.org/resource/Jennifer_Sevilla__1},['actor'],True,False,False,,,,,
Jeremy Hutchinson (politician),1974-03-04,1974-01-01T00:00:00+02:00,Attorney at law,http://dbpedia.org/resource/Attorney_at_law,['politician'],False,True,False,,,,,
Jeremy Sisto,1974-10-06,1974-01-01T00:00:00+02:00,{Actor|Jeremy_Sisto__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Jeremy_Sisto__1},['actor'],True,False,False,,,,,
Jessen Paulin,1974-05-29,1974-01-01T00:00:00+02:00,{Strongman (strength athlete)|Jessen_Paulin__1},{http://dbpedia.org/resource/Strongman_(strength_athlete)|http://dbpedia.org/resource/Jessen_Paulin__1},['athlete'],False,False,True,,,,,
